song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,yearly_streams,artist_ids
Prisoner (feat. Dua Lipa),"Miley Cyrus, Dua Lipa",pop,Pop,Plastic Hearts,2020-11-27,2Oycxb8QbPkpHTo8ZrmG0B,228693701,"5YGY8feqx7naU7z4HrwZM6, 6M2wZ9GZgrQXHCFfjv46we"
Someone You Loved,Lewis Capaldi,soft pop,Pop,Divinely Uninspired To A Hellish Extent,2019-05-17,7qEHsqek33rTcFNT9PFqLf,509964591,4GNC7GD6oZMSxPGyXy4MNB
BEBÉ,"Camilo, El Alfa","colombian pop, dembow, urbano latino, latin, reggaeton","Pop, Latin",Mis Manos,2021-03-04,3Zf4GutWZ7Hv3wsVQsSQPs,105622246,"28gNT5KBp7IjEOQoevXf9N, 2oQX8QiMXOyuqbcZEFsZfm"
The Business,Tiësto,"edm, trance, big room, house, dance",Electronic,The Business,2020-09-16,6f3Slt0GbA2bPZlz0aIFXN,623109503,2o5jDhtHVPhrJdv3cEQ99Z
Circles,Post Malone,,,Hollywood's Bleeding,2019-09-06,21jGcNKet2qwijlDFuPiPb,370891222,246dkjvS1zLTtiykXe5h60
Bandido,"Myke Towers, Juhn","reggaeton, trap latino, urbano latino",Latin,Bandido,2020-12-10,1xK1Gg9SxG8fy2Ya373oqb,418209144,"7iK8PXO48WeuP03g8YR51W, 2LmcxBak1alK1bf7d1beTr"
Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk","rap, hip hop, drill",Hip Hop,Laugh Now Cry Later (feat. Lil Durk),2020-08-14,2SAqBLGA283SUiwJ3xOUVI,164979958,"3TVXtAsR1Inumwj472S9r4, 3hcs9uc56yIGFCSy9leWe7"
TE MUDASTE,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",Latin,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,5RubKOuDoPn5Kj5TLVxSxY,167699288,4q3ewBCX7sLwd24euuV69X
Blueberry Faygo,Lil Mosey,melodic rap,Hip Hop,Certified Hitmaker,2020-02-06,22LAwLoDA5b4AaGSkg6bKW,134565081,5zctI4wO9XSKS8XwcnqEHk
Basta Você Me Ligar - Ao Vivo,"Os Barões Da Pisadinha, Xand Avião","piseiro, forró, sertanejo, arrocha, brega, tecnobrega, agronejo, sertanejo universitário","Country, Latin",DVD Novo dos Barões da Pisadinha Ao Vivo,2020-10-15,3rRin3LyLY92kpEbkCgwf4,7177834,"5Lv2GUVwqmQBPwrTrxucE5, 43DRDu6nLSeIedZ7T1A616"
Una Locura,"Ozuna, J Balvin, Chencho Corleone","reggaeton, latin, trap latino, urbano latino",Latin,ENOC,2020-09-04,5y7DaS3jAc9eZzcSOoUIwU,94336024,"1i8SpTcr7yvPOmcqrbnVXY, 1vyhD5VmyZ7KMfW5gqLgo5, 37230BxxYs9ksS7OkZw3IU"
Tusa,"KAROL G, Nicki Minaj","reggaeton, latin, urbano latino, ",Latin,KG0516,2021-03-26,0dKg2vGC1hFqcK5LGTaKzX,70623318,"790FomKkXshlbRYZFtlgla, 0hCNtLu0JehylgoiP8L4Gh"
Goosebumps,HVME,slap house,Electronic,Goosebumps,2020-06-12,20McUFi8KCIVdNDLrkTDuZ,138611842,2o08sCWF5yyo2G4DCiT7T9
Good Days,SZA,r&b,R&B,SOS,2022-12-09,4PMqSO5qyjpvzhlLI5GnID,343282519,7tYKF4w9nC0nq9CsPZTHyP
Se Te Nota (with Guaynaa),"Lele Pons, Guaynaa",reggaeton,Latin,Se Te Nota (with Guaynaa),2020-09-02,11EnQRgRMJwMAesfkB5pnu,63481228,"6i3DxIlAqnDkwELLw4aVrx, 0BqURncJM5B1BBu7UM51eq"
Dreams - 2004 Remaster,Fleetwood Mac,"classic rock, soft rock",Rock,Rumours (Super Deluxe),1977-02-04,0ofHAoxe9vBkTCp2UQIavz,239750358,08GQAI4eElDnROBrJRGE0X
La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers","reggaeton, trap latino, urbano latino",Latin,Platonicos,2020-06-12,4HYDUMY0xSpeBr0AMY9cUz,85060009,"2cPqdH7XMvwaBJEVjheH8g, 2ydZrTy8U3kOMOzx20s3dg, 7iK8PXO48WeuP03g8YR51W"
Amor ou o Litrão,"Petter Ferraz, Menor Nico","piseiro, forró, brega funk, arrocha, brega","Country, Pop",Amor ou o Litrão,2020-10-16,7qmnP8Woc47dLSrMD5MxL1,6320799,"6gGJH7joTDx9M3xREiAq9U, 0xTWPVQfXgaj6Je1inSRKw"
Mi Niña,"Wisin, Myke Towers, Los Legendarios","reggaeton, latin, trap latino, urbano latino",Latin,Mi Niña,2020-09-23,2bgcUk2A3jjKbCJ7KPquTi,116977723,"3E6xrwgnVfYCrCs0ePERDz, 7iK8PXO48WeuP03g8YR51W, 0n6sKrG0xKAf8xmdqeNGke"
Put Your Records On,Ritt Momney,bedroom pop,Pop,Put Your Records On,2020-04-24,6AGOKlMZWLCaEJGnaROtF9,106718578,7MPGCB854Qo4alYMOPkBka
Sweater Weather,The Neighbourhood,,,I Love You.,2013-04-19,0cQVqPuHQP4KEwc7ZUQmj6,499318337,77SW9BnxLY8rJ0RciFqkHh
Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande","art pop, pop",Pop,Chromatica,2020-05-29,7ju97lgwC2rKQ6wwsf9no9,130428534,"1HY2Jd0NmPuamShAr6KMms, 66CXWjxzNUsdJxJ2JdwvnR"
The Box,Roddy Ricch,melodic rap,Hip Hop,Please Excuse Me for Being Antisocial,2019-12-06,0nbXyq5TXYPCO7pr3N8S4I,166667927,757aE44tKEUQEqRuT6GnEB
Si Me Tomo Una Cerveza,"Migrantes, Alico","cumbia, cuarteto, rkt, turreo",Latin,Si Me Tomo una Cerveza,2020-11-07,3lCbsHaN1wCxyDzcNN2x4N,24190518,"48R2gYdPKtfnfKAzhSVPUx, 7n3wAgh1j3RRbxYzfZTQDF"
Before You Go,Lewis Capaldi,soft pop,Pop,Divinely Uninspired To A Hellish Extent (Extended Edition),2019-11-22,2gMXnyrvIjhVBUZwvLZDMP,389385810,4GNC7GD6oZMSxPGyXy4MNB
Heather,Conan Gray,,,Kid Krow,2020-03-20,4xqrdfXkTW4T0RauPLv3WA,372642227,4Uc8Dsxct0oMqx0P6i60ea
Holy (feat. Chance The Rapper),"Justin Bieber, Chance the Rapper",,,Justice,2021-03-19,6Xgq7MvZiet0hVi3KaDSgJ,180907447,"1uNFoZAHBGtllmzznpCI3s, 1anyVhU62p31KFi8MEzkbf"
"Ay, DiOs Mío!",KAROL G,"reggaeton, latin, urbano latino",Latin,"Ay, DiOs Mío!",2020-07-10,7x4ASXYEKfQBCewcZhK776,46154684,790FomKkXshlbRYZFtlgla
Jeans,Justin Quiles,reggaeton,Latin,Jeans,2020-08-14,3GtnId3Cm1Xa6joCj08nzW,58811549,14zUHaJZo1mnYtn6IBRaRP
bad guy,Billie Eilish,,,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,2Fxmhks0bxGSBdJ92vM42m,268572729,6qqNVTkY8uBg9cP3Jd7DAH
Paradise (feat. Dermot Kennedy),"MEDUZA, Dermot Kennedy",,,Paradise,2020-10-30,6ft4hAq6yde8jPZY2i5zLr,307623577,"0xRXCcSX89eobfrshSVdyu, 5KNNVgR6LBIABRIomyCwKJ"
Breaking Me,"Topic, A7S",,,Breaking Me,2019-12-19,3H7ihDc1dqLriiWXwsc2po,191329855,"0u6GtibW46tFX7koQ6uNJZ, 5Wg2b4Mp42gicxEeDNawf7"
Say So,Doja Cat,,,Hot Pink,2019-11-07,3Dv1eDb0MEgF93GpLXlucZ,42355210,5cj0lLjcoR7YOSnhnX0Po5
Body,Megan Thee Stallion,,,Good News,2020-11-20,0A1hoCfMLkiAgvhWkkucJa,47733015,181bsRPaVXVlUKXrxwZfHK
GIRL LIKE ME,"Black Eyed Peas, Shakira","latin pop, latin","Latin, Pop",Translation,2020-06-18,2vBET2pmrQqafaS6zIaYta,209209282,"1yxSLGMDHlW21z4YXirZDS, 0EmeFodog0BfCgMzAIvKQp"
UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny, Tainy","reggaeton, latin, pop, trap latino, urbano latino","Latin, Pop",UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,0EhpEsp4L0oRGM0vmeaN5e,168392224,"1vyhD5VmyZ7KMfW5gqLgo5, 6M2wZ9GZgrQXHCFfjv46we, 4q3ewBCX7sLwd24euuV69X, 0GM7qgcRCORpGnfcN2tCiB"
Meia Noite (Você tem meu Whatsapp),Tarcísio do Acordeon,"piseiro, forró, arrocha, sertanejo, seresta, brega","Country, Latin",Diferente dos Iguais,2020-12-17,6sPBi0qLI6KM3yXX56NxsA,28776303,48HORs6F9P7IgdyKrk4MZC
death bed (coffee for your head),"Powfu, beabadoobee",bedroom pop,Pop,death bed (coffee for your head),2020-02-08,7eJMfftS33KTjuF7lTsMCx,217585360,"6bmlMHgSheBauioMgKv2tn, 35l9BRT7MXmM8bv2WDQiyB"
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",,,Hollywood's Bleeding,2019-09-06,0RiRZpuVRbi7oqRdSMwhQY,362792539,"246dkjvS1zLTtiykXe5h60, 1zNqQNIdeOUZHb8zbZRFMX"
Parce (feat. Justin Quiles),"Maluma, Lenny Tavárez, Justin Quiles","reggaeton, latin, urbano latino, trap latino, argentine trap","Hip Hop, Latin",PAPI JUANCHO,2020-08-21,4RJz8NfIe09gpKMiRUWKhJ,75461445,"1r4hJ1h58CWwUQe3MxPuau, 1pQWsZQehhS4wavwh7Fnxd, 14zUHaJZo1mnYtn6IBRaRP"
Tattoo - Remix with Camilo,"Rauw Alejandro, Camilo","reggaeton, urbano latino, trap latino, latin, colombian pop","Pop, Latin",Afrodisíaco,2020-11-13,4G3PTss3mU33Tau7t4KbwE,45750396,"1mcTU81TzQhprhouKaTkpq, 28gNT5KBp7IjEOQoevXf9N"
Investe Em Mim,Jonas Esticado,"forró, sertanejo, piseiro, arrocha, sertanejo universitário","Country, Latin",Investe Em Mim,2019-12-13,15k1TDabqSEmyXOwMq9RM7,4521432,22jNvLBrXGKr4CcV2tw8Ag
Take You Dancing,Jason Derulo,,,Take You Dancing,2020-07-22,59qrUpoplZxbIZxk6X0Bm3,101108729,07YZf4WDAMNwqr4jfgOZ8y
Life Goes On,BTS,k-pop,Pop,BE,2020-11-20,5FVbvttjEvQ8r2BgUcJgNg,151463594,3Nrfpe0tUJi4K4DXYWgMUX
Don't Stop Me Now - Remastered 2011,Queen,"classic rock, rock, glam rock",Rock,Jazz (2011 Remaster),1978-11-10,5T8EDUDqKcs6OSOwEsfqG7,8024991,1dfeR4HaWDbWqFHLkxsg1d
Wishing Well,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,2U5WueTLIK5WJLD7mvDODv,122290545,4MCBfE4596Uoi2O4DtmEMz
"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Bizarrap, NATHY PELUSO","argentine trap, trap latino, urbano latino, latin hip hop","Hip Hop, Latin","Nathy Peluso: Bzrp Music Sessions, Vol. 36",2020-11-27,78SeXVRJ7KCqVmOwTiFjnI,47918655,"716NhGYqD1jl2wI1Qkgq36, 3VHAySZQPlfGlNLslzXYpN"
Lucid Dreams,Juice WRLD,"melodic rap, emo rap",Hip Hop,Goodbye & Good Riddance,2018-12-10,285pBltuF7vW8TeWk8hdRR,284140313,4MCBfE4596Uoi2O4DtmEMz
Wonder,Shawn Mendes,pop,Pop,Wonder,2020-12-04,6ZuahEctZD6w75peme58hm,59903312,7n2wHs1TKAczGzO7Dd2rGr
Tá Rocheda,Os Barões Da Pisadinha,"piseiro, forró, sertanejo, arrocha, brega, tecnobrega, agronejo, sertanejo universitário","Country, Latin",As Melhores 2018,2019-09-26,3dPvQLKl42dMYWV4LWRTLK,1016049,5Lv2GUVwqmQBPwrTrxucE5
Alô Ambev (Segue Sua Vida) - Ao Vivo,Zé Neto & Cristiano,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin",Por Mais Beijos Ao Vivo,2020-03-26,5m5aY6S9ttfIG157xli2Rs,21953309,487N2T9nIPEHrlTZLL3SQs
Rita,Tierry,"arrocha, piseiro, forró, brega, sertanejo, seresta, sertanejo universitário","Country, Latin",Aô Saudade da Mãe dos Meninos,2020-07-17,1nDCZBI8MaHXI2f36dnQyG,1003958,4FUMTycjZlEY6ZxMgqNjC8
I Gotta Feeling,Black Eyed Peas,,,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,4kLLWz7srcuLKA7Et40PQR,2934187,1yxSLGMDHlW21z4YXirZDS
Señorita,"Shawn Mendes, Camila Cabello",pop,Pop,Shawn Mendes (Deluxe),2019-06-19,6v3KW9xbzN5yKLt9YKDYA2,306038605,"7n2wHs1TKAczGzO7Dd2rGr, 4nDoRrQiYLoBzwC5BhVJzF"
Memories,Maroon 5,pop,Pop,JORDI (Deluxe),2021-06-11,4cktbXiXOapiLBMprHFErI,297494966,04gDigrS5kc9YWfZHwBETP
Adore You,Harry Styles,,,Fine Line,2019-12-13,3jjujdWJ72nww5eGnfs2E7,248994881,6KImCVD70vtIoJWnq6nGn3
Amor da Despedida,"Os Barões Da Pisadinha, Fernando & Sorocaba","piseiro, forró, sertanejo, arrocha, brega, tecnobrega, agronejo, sertanejo universitário","Country, Latin",Amor da Despedida,2020-11-06,0WlmiIK5qFQ4dAB4mCA4sI,2443670,"5Lv2GUVwqmQBPwrTrxucE5, 1oSgjdbgLYULVmEBojPRw8"
SO DONE,The Kid LAROI,,,F*CK LOVE (SAVAGE),2020-11-04,2gqWRRCXnma9L8xQ1RdemQ,66927404,2tIP7SsRs7vjIcLrU85W8J
MODO TURBO,"Luísa Sonza, Pabllo Vittar, Anitta","brazilian pop, funk pop, funk, tecnobrega, funk carioca, pagode baiano","Pop, R&B, Hip Hop, Latin, Country",MODO TURBO,2020-12-21,0YqTL3nSL36OFdHwHoqCag,15409113,"4PzYKhC14sTJNEr0dzoo0d, 6tzRZ39aZlNqlUzQlkuhDV, 7FNnA9vBm6EKceENgCGRMb"
Golden,Harry Styles,,,Fine Line,2019-12-13,45S5WTQEGOB1VHr1Q4FuPl,153384411,6KImCVD70vtIoJWnq6nGn3
Shape of You,Ed Sheeran,soft pop,Pop,÷ (Deluxe),2017-03-03,7qiZfU4dY1lWllzX7mPBI3,325369248,6eUKZXaKkcviH0Ku9w2n3V
goosebumps,Travis Scott,rap,Hip Hop,Birds In The Trap Sing McKnight,2016-09-16,6gBFPUFcJLzWGx4lenP6h2,300809533,0Y5tJX1MQlPlqiwlOH1tJY
Lance Individual,Jorge & Mateus,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin",Lance Individual,2020-11-13,7GLWWrk1YlkPYqJK3ynIA0,16868524,1elUiq4X7pxej6FRlrEzjM
Life Is Good (feat. Drake),"Future, Drake","rap, hip hop",Hip Hop,High Off Life,2020-05-15,1K5KBOgreBi5fkEHvg5ap3,117135519,"1RyvyyTE3xzB2ZywiAwp0i, 3TVXtAsR1Inumwj472S9r4"
pov,Ariana Grande,pop,Pop,Positions,2020-10-30,3UoULw70kMsiVXxW0L3A33,38641112,66CXWjxzNUsdJxJ2JdwvnR
Hawái - Remix,"Maluma, The Weeknd","reggaeton, latin, urbano latino, ",Latin,Hawái (Remix),2020-11-05,0GzuHFG4Ql6DoyxFRnIk3F,40399721,"1r4hJ1h58CWwUQe3MxPuau, 1Xyo4u8uXC1ZmMpatF05PJ"
La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka","reggaeton, trap latino, urbano latino, latin, neoperreo, reggaeton chileno, rkt","Latin, Electronic",Now Or Never,2020-07-24,6bvfJf4KjonPMuPfGfy3S2,24460968,"5hdhHgpxyniooUiQVaPxQ0, 2R21vXR83lH98kGeO99Y66, 7iK8PXO48WeuP03g8YR51W, 1GKIlPFdcewHtpDVCQ8zmJ, 3Wb38LDP3N4tkobValgE9D"
lovely (with Khalid),"Billie Eilish, Khalid",,,lovely (with Khalid),2018-04-19,0u2P5u6lvoDfwTYjAADbn4,382837550,"6qqNVTkY8uBg9cP3Jd7DAH, 6LuN9FCkKOj5PcnpouEgny"
Despeinada,"Ozuna, Camilo","reggaeton, latin, trap latino, urbano latino, colombian pop","Pop, Latin",ENOC,2020-09-04,0JAZWvvqttGFm4UMDsPQXC,45069387,"1i8SpTcr7yvPOmcqrbnVXY, 28gNT5KBp7IjEOQoevXf9N"
Bohemian Rhapsody - Remastered 2011,Queen,"classic rock, rock, glam rock",Rock,A Night At The Opera (2011 Remaster),1975-11-21,4u7EnebtmKWzUH433cf5Qv,297033721,1dfeR4HaWDbWqFHLkxsg1d
Come & Go (with Marshmello),"Juice WRLD, Marshmello","melodic rap, emo rap, edm","Electronic, Hip Hop",Legends Never Die,2020-07-10,2Y0wPrPQBrGhoLn14xRYCG,128047616,"4MCBfE4596Uoi2O4DtmEMz, 64KEffDW9EtZ1y2vBYgq8T"
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,,,Whitney,1987-06-02,2tUBqZG2AbRi7Q0BIrVrEj,2080236,6XpaIBNiVzIetEPCWDvAFP
Hello (feat. A Boogie Wit da Hoodie),"Pop Smoke, A Boogie Wit da Hoodie","brooklyn drill, drill, new york drill, melodic rap",Hip Hop,Shoot For The Stars Aim For The Moon (Deluxe),2020-07-20,2r6OAV3WsYtXuXjvJ1lIDi,90439443,"0eDvMgVFoNV3TpwtrVCoTj, 31W5EY0aAly4Qieq6OFu6I"
"Ele É Ele, Eu Sou Eu","Wesley Safadão, Os Barões Da Pisadinha","forró, sertanejo, piseiro, arrocha, sertanejo universitário, brega, tecnobrega, agronejo","Country, Latin",Safadão Amplificado,2020-11-12,7EWXP47VlXKO3r7mNxuWHw,68832161,"1AL2GKpmRrKXkYIcASuRFa, 5Lv2GUVwqmQBPwrTrxucE5"
Letícia,Zé Vaqueiro,"piseiro, forró, sertanejo, arrocha, brega","Country, Latin",O Original,2020-10-01,2R1OgezGfBMeiAcMpJ1EkH,898359,5K8Rmjmf4RZFffz94EmBRt
Robbery,Juice WRLD,"melodic rap, emo rap",Hip Hop,Death Race For Love,2019-03-08,6Hj9jySrnFppAI0sEMCZpJ,109569319,4MCBfE4596Uoi2O4DtmEMz
Polvo,"Nicky Jam, Myke Towers","reggaeton, latin, trap latino, urbano latino",Latin,Polvo,2020-11-20,68mrW6gXHgupgSiDHgaDi5,82464039,"1SupJlEpv7RS2tPNRaHViT, 7iK8PXO48WeuP03g8YR51W"
