song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,album_label,ISRC,yearly_streams,artist_ids
Morado,J Balvin,"reggaeton, latin",Latin,Morado,2020-01-09,3mQ6SLdxxaL52Yte7KF2Ks,UMLE - Latino,USUM71924691,118041386,1vyhD5VmyZ7KMfW5gqLgo5
Fun,Selena Gomez,pop,Pop,Rare,2020-01-10,64kfyGcf5dvbw92Vv4THCj,Interscope Records,USUM71923489,1816271,0C8ZW7ezQVs4URX5aX7Kqx
Diamonds (with Normani),"Megan Thee Stallion, Normani",,,Diamonds (with Normani),2020-01-10,0PQsrLxPbOBBwwmXCnGvcF,Atlantic Records,USAT21907353,2878811,"181bsRPaVXVlUKXrxwZfHK, 2cWZOOzeOm4WmBJRnD5R7I"
High Fashion (feat. Mustard),"Roddy Ricch, Mustard","melodic rap, ",Hip Hop,Please Excuse Me for Being Antisocial,2019-12-06,07KXEDMj78x68D884wgVEm,Atlantic Records,USAT21906985,222761594,"757aE44tKEUQEqRuT6GnEB, 0YinUQ50QDB7ZxSCLyQ40k"
Kraazy,Likybo,,,Million Dollar Mindset,2017-07-14,3s2Qd1rsWqbvOoxpFTRp8D,Mozzy Records,USUYG1149392,2016671,16Nc36xAtNyQ7BMBcDsaLv
Me Gusta,"Shakira, Anuel AA","latin pop, latin, reggaeton, trap latino, urbano latino","Latin, Pop",Me Gusta,2020-01-13,5Xhqh4lwJPtMUTsdBztN1a,Sony Music Latin,USQX92000112,121243906,"0EmeFodog0BfCgMzAIvKQp, 2R21vXR83lH98kGeO99Y66"
Peta (feat. Meek Mill),"Roddy Ricch, Meek Mill","melodic rap, rap",Hip Hop,Please Excuse Me for Being Antisocial,2019-12-06,4bl1HBZliBuYpFZjWgefE4,Atlantic Records,USAT21906983,685719,"757aE44tKEUQEqRuT6GnEB, 20sxb77xiYeusSH8cVdatc"
Trampoline (with ZAYN),"SHAED, ZAYN",,,Melt (Deluxe),2019-12-27,2ez6qvOTHKeI3ss80NGqnI,Photo Finish Records,QZ47A1900210,47818636,"3KwmxIhSe9UTSEF37kwngR, 5ZsFI1h6hIdQRw2ti0hz81"
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD","rap, hip hop, melodic rap, emo rap",Hip Hop,Music To Be Murdered By,2020-01-17,7FIWs0pqAYbP91WWM0vlTQ,Shady/Aftermath/Interscope Records,USUM72000788,516050643,"7dGJo4pcD2V6oG8kP0tJRR, 4MCBfE4596Uoi2O4DtmEMz"
Good News,Mac Miller,,,Circles,2020-01-17,1DWZUa5Mzf2BwzpHtgbHPY,Warner Records,USWB11801008,58445295,4LLpKhyESsyAXpc4laK94U
Unaccommodating (feat. Young M.A),"Eminem, Young M.A","rap, hip hop, ",Hip Hop,Music To Be Murdered By,2020-01-17,0q2vG0UVuy6ajjcpkQHdZM,Shady/Aftermath/Interscope Records,USUM72000783,20652019,"7dGJo4pcD2V6oG8kP0tJRR, 7LvoDJUNGnOrPdGRzVtOJ9"
Those Kinda Nights (feat. Ed Sheeran),"Eminem, Ed Sheeran","rap, hip hop, soft pop","Hip Hop, Pop",Music To Be Murdered By,2020-01-17,0VSzREd1OjEWJ9tXoFHRQH,Shady/Aftermath/Interscope Records,USUM72000786,31745635,"7dGJo4pcD2V6oG8kP0tJRR, 6eUKZXaKkcviH0Ku9w2n3V"
You Gon’ Learn (feat. Royce Da 5'9  & White Gold),"Eminem, Royce Da 5'9"", White Gold","rap, hip hop, ",Hip Hop,Music To Be Murdered By,2020-01-17,0GQ5bFTVFFKpwNPc7KwQnB,Shady/Aftermath/Interscope Records,USUM72000784,22261149,"7dGJo4pcD2V6oG8kP0tJRR, 6DVipHzYsPlIoA0DW8Gmns, 79KQgTCu4wV38ECYKn62DZ"
Premonition - Intro,Eminem,"rap, hip hop",Hip Hop,Music To Be Murdered By,2020-01-17,7ccTcabbJlCJiIqtrSSwBk,Shady/Aftermath/Interscope Records,USUM72000782,11305998,7dGJo4pcD2V6oG8kP0tJRR
Darkness,Eminem,"rap, hip hop",Hip Hop,Music To Be Murdered By,2020-01-17,5SiZJoLXp3WOl3J4C8IK0d,Shady/Aftermath/Interscope Records,USUM72000789,24946841,7dGJo4pcD2V6oG8kP0tJRR
Black Swan,BTS,k-pop,Pop,Black Swan,2020-01-17,24NuEDgyRIljwSyY0lsr7b,BIGHIT MUSIC / HYBE,QM4TW2013921,49200099,3Nrfpe0tUJi4K4DXYWgMUX
Circles,Mac Miller,,,Circles,2020-01-17,4jXl6VtkFFKIt3ycUQc5LT,Warner Records,USWB11801010,13024269,4LLpKhyESsyAXpc4laK94U
You should be sad,Halsey,,,Manic,2020-01-17,7lidXGPXPYLNThITAOTlkK,Capitol Records,USUM71918343,215521013,26VFTg2z8YR0cCuwLzESi2
Blue World,Mac Miller,,,Circles,2020-01-17,2hwOoMtWPtTSSn6WHV7Vp5,Warner Records,USWB11801009,20288775,4LLpKhyESsyAXpc4laK94U
In Too Deep,Eminem,"rap, hip hop",Hip Hop,Music To Be Murdered By,2020-01-17,7Dj2wqPYXfSRFwa6qyOztr,Shady/Aftermath/Interscope Records,USUM72000787,12714368,7dGJo4pcD2V6oG8kP0tJRR
Leaving Heaven (feat. Skylar Grey),"Eminem, Skylar Grey","rap, hip hop, ",Hip Hop,Music To Be Murdered By,2020-01-17,5CpsIb7SMFHjmAG8RvIWfq,Shady/Aftermath/Interscope Records,USUM72000790,16368582,"7dGJo4pcD2V6oG8kP0tJRR, 4utLUGcTvOJFr6aqIJtYWV"
Complicated,Mac Miller,,,Circles,2020-01-17,3WfSNAoj2D8C9noPSGZZFM,Warner Records,USWB11801007,9363971,4LLpKhyESsyAXpc4laK94U
I Can See,Mac Miller,,,Circles,2020-01-17,3R8CyhJfVjvgIROd5RSGhQ,Warner Records,USWB11801011,10002673,4LLpKhyESsyAXpc4laK94U
What A Man Gotta Do,Jonas Brothers,,,What A Man Gotta Do,2020-01-17,4wNIkl5XGiAACjFBlDWuSd,Republic Records,USUG11904422,171624554,7gOdHgIoIKoe4i9Tta6qdD
Hand Me Downs,Mac Miller,,,Circles,2020-01-17,2Yv2mHzr5AQavVdwQjEokV,Warner Records,USWB11801014,10209335,4LLpKhyESsyAXpc4laK94U
Alfred - Interlude,Eminem,"rap, hip hop",Hip Hop,Music To Be Murdered By,2020-01-17,4EmunTy7kNBYQivOa8F6b8,Shady/Aftermath/Interscope Records,USUM72000785,6480928,7dGJo4pcD2V6oG8kP0tJRR
Stepdad,Eminem,"rap, hip hop",Hip Hop,Music To Be Murdered By,2020-01-17,3QVHSV8YKYq4L8tI5rnFgj,Shady/Aftermath/Interscope Records,USUM72000793,9730551,7dGJo4pcD2V6oG8kP0tJRR
"Yah Yah (feat. Royce Da 5'9 , Black Thought, Q-Tip & Denaun)","Eminem, Royce Da 5'9"", Black Thought, Q-Tip, Denaun","rap, hip hop, east coast hip hop, ",Hip Hop,Music To Be Murdered By,2020-01-17,5mZXWEH2eh8zMZGCxT5aW0,Shady/Aftermath/Interscope Records,USUM72000791,9329598,"7dGJo4pcD2V6oG8kP0tJRR, 6DVipHzYsPlIoA0DW8Gmns, 6DJEUXZm0e2rAohdoZ5Voo, 3ZotbHeyVQKxQCPDJuQ4SU, 1WjexdTcXHgvlVIPCE8D1Q"
Everybody,Mac Miller,,,Circles,2020-01-17,1OuN92HcVG6NVpWbeESNB3,Warner Records,USWB11801012,7381446,4LLpKhyESsyAXpc4laK94U
Marsh,Eminem,"rap, hip hop",Hip Hop,Music To Be Murdered By,2020-01-17,34d7sGX6WUqq8f04e7CSNF,Shady/Aftermath/Interscope Records,USUM72000794,9897849,7dGJo4pcD2V6oG8kP0tJRR
Woods,Mac Miller,,,Circles,2020-01-17,3Qa944OTMZkg8DHjET8JQv,Warner Records,USWB11801015,8206216,4LLpKhyESsyAXpc4laK94U
No Regrets (feat. Don Toliver),"Eminem, Don Toliver","rap, hip hop, ",Hip Hop,Music To Be Murdered By,2020-01-17,1lO9CZo6eDrOy0S7khgryG,Shady/Aftermath/Interscope Records,USUM72000799,10821337,"7dGJo4pcD2V6oG8kP0tJRR, 4Gso3d4CscCijv0lmajZWs"
Lock It Up (feat. Anderson .Paak),"Eminem, Anderson .Paak","rap, hip hop, ",Hip Hop,Music To Be Murdered By,2020-01-17,1qwMkkRiD5jqLeUUjfgblh,Shady/Aftermath/Interscope Records,USUM72000797,10662701,"7dGJo4pcD2V6oG8kP0tJRR, 3jK9MiCrA42lLAdMGUZpwa"
Never Love Again,Eminem,"rap, hip hop",Hip Hop,Music To Be Murdered By,2020-01-17,40YbWniIEmqy6s58fYXLUh,Shady/Aftermath/Interscope Records,USUM72000795,8882697,7dGJo4pcD2V6oG8kP0tJRR
Little Engine,Eminem,"rap, hip hop",Hip Hop,Music To Be Murdered By,2020-01-17,4qNWEOMyexn7b8Icyk29t9,Shady/Aftermath/Interscope Records,USUM72000796,7717040,7dGJo4pcD2V6oG8kP0tJRR
Farewell,Eminem,"rap, hip hop",Hip Hop,Music To Be Murdered By,2020-01-17,74gykWHknHDrg4eMdcmdRq,Shady/Aftermath/Interscope Records,USUM72000798,8836673,7dGJo4pcD2V6oG8kP0tJRR
That's On Me,Mac Miller,,,Circles,2020-01-17,0udOCZp7yk0Ml92C0k8H8D,Warner Records,USWB11801013,5180339,4LLpKhyESsyAXpc4laK94U
Surf,Mac Miller,,,Circles,2020-01-17,1kwnxJNVl7cwcU98RvMBaR,Warner Records,USWB11801016,6215704,4LLpKhyESsyAXpc4laK94U
"I Will (feat. KXNG Crooked, Royce Da 5'9  & Joell Ortiz)","Eminem, KXNG Crooked, Royce Da 5'9"", Joell Ortiz","rap, hip hop, west coast hip hop, east coast hip hop",Hip Hop,Music To Be Murdered By,2020-01-17,3CJbxqRQ0JNCqboWDNUUeX,Shady/Aftermath/Interscope Records,USUM72000800,6231281,"7dGJo4pcD2V6oG8kP0tJRR, 6fFfnKGVI6X3lkCr8Qw1g1, 6DVipHzYsPlIoA0DW8Gmns, 1q13yHC6Syg5Y8iPLrRnCq"
Hands,Mac Miller,,,Circles,2020-01-17,6CrnvqCxBKVWahSiQwOesM,Warner Records,USWB11801006,4117806,4LLpKhyESsyAXpc4laK94U
Still Learning,Halsey,,,Manic,2020-01-17,2Mfv5HaqnI18Q9JRv9hqnn,Capitol Records,USUM71918754,6894580,26VFTg2z8YR0cCuwLzESi2
Once A Day,Mac Miller,,,Circles,2020-01-17,26G5nmIx7Yvq79bIIluyZV,Warner Records,USWB11801017,4877180,4LLpKhyESsyAXpc4laK94U
Kein Wort,"Juju, Loredana, Miksu / Macloud",german hip hop,Hip Hop,Kein Wort,2020-01-16,1hoLUVBx0ixX3kn0EX0P5n,JINX,DEVX52000001,18024467,"4sg4no0TXdsrM1s4SVUwNF, 2Im8m4STDBosjfmb5hmP80, 76dRoxKtDwYkgCQePok9cU"
Without Me,Halsey,,,Manic,2020-01-17,6FZDfxM3a3UCqtzo5pxSLZ,Capitol Records,USUM71813499,242134177,26VFTg2z8YR0cCuwLzESi2
Big Drip,"Ufo361, Future","german hip hop, turkish hip hop, rap",Hip Hop,Big Drip,2020-01-17,4qOesAYiMiMFiZrn2wfkl6,Stay High,DEQ021912447,2983865,"5pVRwX5ZQR7hfJ18w8ZYkl, 1RyvyyTE3xzB2ZywiAwp0i"
Graveyard,Halsey,,,Manic,2020-01-17,2ufmtcIFdFpuUYBPXK5f67,Capitol Records,USUM71917563,18352168,26VFTg2z8YR0cCuwLzESi2
me & ur ghost,blackbear,,,me & ur ghost,2020-01-16,4yJiXq86uM56uIfIZgE440,Beartrap/ Alamo/ Interscope Records,USUG12000146,42357165,2cFrymmkijnjDg9SS92EPM
Me & You Together Song,The 1975,,,Me & You Together Song,2020-01-16,4AQzk2yNWKs6sYhZi6NzVN,Polydor Records,GBK3W1901072,1184536,3mIj9lX2MWuHmhNCA7LSCW
Alfred - Outro,Eminem,"rap, hip hop",Hip Hop,Music To Be Murdered By,2020-01-17,1WAwILvz37MkmZfmGnEXfg,Shady/Aftermath/Interscope Records,USUM72000801,1967538,7dGJo4pcD2V6oG8kP0tJRR
Blanche,"Maes, Booba",pop urbaine,Hip Hop,Les derniers salopards,2020-01-16,5GyyPRvEwdI4wJSUbzxHQv,Universal Music Division Capitol Music France,FR9W11928285,2694164,"6L34dW6SKMSDaGIfYDU19j, 58wXmynHaAWI5hwlPZP3qL"
Ashley,Halsey,,,Manic,2020-01-17,55ZcA6PazdlXjE1jO5GrzJ,Capitol Records,USUM71918739,1036558,26VFTg2z8YR0cCuwLzESi2
Tattoos Together,Lauv,,,~how i'm feeling~,2020-01-16,0ycFQvBTfuo1LCdG0HhszL,Lauv,GBKPL1969293,1018783,5JZ7CnR6gTvEMKX4g70Amv
3am,Halsey,,,Manic,2020-01-17,1OfLNb6dQ9dra1B58iT9Ex,Capitol Records,USUM71918743,1004137,26VFTg2z8YR0cCuwLzESi2
Dans l'espace (feat. Heuss l'Enfoiré),"Gambi, Heuss L'enfoiré",pop urbaine,Hip Hop,Dans l'espace (feat. Heuss l'Enfoiré),2020-01-17,2KAkkba3PaYFegfmYpUITv,Rec. 118,FRZ042000004,3262376,"1lB3I3SI30v2ZOpR4XQqzJ, 3YwqjMyrRfuixi2pbgTGCE"
Distant,"Maes, Ninho",pop urbaine,Hip Hop,Les derniers salopards,2020-01-16,1Sb7QJRawbARgpMqyYNMkT,Universal Music Division Capitol Music France,FR9W11928287,900433,"6L34dW6SKMSDaGIfYDU19j, 6Te49r3A6f5BiIgBRxH7FH"
Dybala,"Maes, Jul",pop urbaine,Hip Hop,Les derniers salopards,2020-01-16,4Nfak8iMF4kQfQ6Pa8Z79m,Universal Music Division Capitol Music France,FR9W11928289,866308,"6L34dW6SKMSDaGIfYDU19j, 3IW7ScrzXmPvZhB27hmfgy"
SUGA's Interlude,"Halsey, SUGA, BTS",k-pop,Pop,Manic,2020-01-17,1ZoQVu9XBssJBdeKMgF2eV,Capitol Records,USUM71918762,833873,"26VFTg2z8YR0cCuwLzESi2, 0ebNdVaOfp6N0oZ1guIxM8, 3Nrfpe0tUJi4K4DXYWgMUX"
Finally // beautiful stranger,Halsey,,,Manic,2020-01-17,42SOtYBdnfj9zEdZSlAq5k,Capitol Records,USUM71918759,811128,26VFTg2z8YR0cCuwLzESi2
I HATE EVERYBODY,Halsey,,,Manic,2020-01-17,35FjZytt5TukIgJD86UybL,Capitol Records,USUM71918752,804865,26VFTg2z8YR0cCuwLzESi2
Tudo Ok,"Thiaguinho MT, Mila, JS o Mão de Ouro","brega funk, funk, brega","Country, Pop, R&B",Tudo Ok,2019-11-15,4HUZBG98TYbxSR9V1V2DWS,Sony Music Entertainment,BXLWP1900095,20490685,"0yApzRdrUqTGqX9MULdnmV, 606eWexxNhc6Mj0RuCxMA9, 7C7NNCiIFavKH6oDarjp0v"
Break My Stride,Matthew Wilder,,,I Don't Speak The Language,1983-03-19,1mCsF9Tw4AkIZOjvZbZZdT,Legacy Recordings,USSM18300576,17533694,3bmFPbLMiLxtR9tFrTcKcP
Sunday Best,Surfaces,,,Where the Light Is,2019-01-06,1Cv1YLb4q0RzL6pybtaMLo,"Surfaces, LLC / TenThousand Projects, LLC",TCAEA1802695,491802359,4ETSs924pXMzjIeD6E9b4u
Mean It,"Lauv, LANY",,,~how i'm feeling~,2020-01-16,2uiOyiRxtNix52dpeaDQPM,Lauv,GBKPL1969288,12040571,"5JZ7CnR6gTvEMKX4g70Amv, 49tQo2QULno7gxHutgccqF"
Simmer,Hayley Williams,art pop,Pop,Simmer,2020-01-22,4O2XaXdnpyUPj90lNq1bIR,Atlantic Records,USAT22000079,803506,6Rx1JKzBrSzoKQtmbVmBnM
Calmo,"Shiva, thasup",italian trap,Hip Hop,Calmo,2020-01-23,6A5qLjVbEC2vNlu17tsExI,Jive,ITB002000043,788015,"2K5nCggbhSZ00YCYP5qkZS, 19i93sA0D7yS9dYoVNBqAA"
What If I Told You That I Love You,Ali Gatie,,,What If I Told You That I Love You,2020-01-24,3cqPu20DGTGUoZtbJH2Dmi,Warner Records,USWB12000024,125554404,4rTv3Ejc7hKMtmoBOK1B4T
Forever Yours - Avicii Tribute,"Kygo, Avicii, Sandro Cavazza","tropical house, edm, ",Electronic,Forever Yours (Avicii Tribute),2020-01-24,3o1CUVeHIid49sabk6A6Nf,Universal Music AB,SEUM71901489,26087708,"23fqKkggKUBHNkbKtXEls4, 1vCWHaC5f2uS3yhpwWbIA6, 5JYo7gm2dkyLLlWHjxS7Dy"
Donuts,Gzuz,german hip hop,Hip Hop,Donuts,2020-01-23,2nNGV59DJJwk7D5ImGf6uc,187 Strassenbande,DEUM71907074,6446981,5eioJDe26lOqkAMbuhzZYs
B.I.T.C.H.,Megan Thee Stallion,,,B.I.T.C.H.,2020-01-24,06scTb0zbkxYNgpAB3J9fN,300 Entertainment,QMCE32000028,2504962,181bsRPaVXVlUKXrxwZfHK
Truth Hurts,Lizzo,,,Cuz I Love You (Super Deluxe),2019-04-19,3HWzoMvoF3TQfYg4UPszDq,Nice Life/Atlantic,USAT21703896,32392285,56oDRnqbIiwx4mymNEv7dS
Zu Ende,"Samra, ELIF","german hip hop, german pop","Hip Hop, Pop",Zu Ende,2020-01-23,0Vl4eICpXMjtiK0RhdaWov,Urban,DECE72000038,2280686,"6h1s4i4XKIYv4ErDelLDN0, 65AzRSW0jKSs0WtttEXrOw"
Kommunikation,"Eno, Nimo",german hip hop,Hip Hop,Kommunikation,2020-01-23,2GdDsXV5v47AZsuwtGjKKy,Alles Oder Nix Records,DETM41610575,794366,"3GBBxBdoolb0B5YizZq9bF, 3ZuBEj9ppJe8GSdKaMTfMN"
Juro Que,ROSALÍA,latin,Latin,Juro Que,2020-01-23,3ZwQCZ2LuYwuQ6R1p1CJ3w,Columbia,USSM12000212,757746,7ltDVBr6mKbRvohxheJ9h1
Graveto - Ao Vivo,Marília Mendonça,"sertanejo, sertanejo universitário, arrocha, forró","Country, Latin",Graveto (Ao Vivo),2020-01-10,3tc8Z4lGzOIwmIVftsxO6o,Som Livre,BRWNV1800372,690454,1yR65psqiazQpeM79CcGh8
changes,XXXTENTACION,emo rap,Hip Hop,?,2018-03-16,7AFASza1mXqntmGtbxXprO,"Bad Vibes Forever, LLC",USUG11800211,23961009,15UsOTVnJzReFVN1VCnxy4
Anyone,Demi Lovato,,,Anyone,2020-01-27,18ssFhD04lWo1RzpcohnrG,Island Records/Hollywood Records,USUM72001315,10999294,6S2OmqARrzebs0tKUEyXyp
you should see me in a crown,Billie Eilish,,,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,3XF5xLJHOQQRbWya6hBp7d,Darkroom/Interscope Records,USUM71810049,15417480,6qqNVTkY8uBg9cP3Jd7DAH
xanny,Billie Eilish,,,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,4QIo4oxwzzafcBWkKjDpXY,Darkroom/Interscope Records,USUM71900765,3069995,6qqNVTkY8uBg9cP3Jd7DAH
EARFQUAKE,Tyler The Creator,,,IGOR,2019-05-17,5hVghJ4KaYES3BFUATCYn0,Columbia,USQX91901111,14763334,4V8LLVI7PbaPR0K2TGSxFF
my strange addiction,Billie Eilish,,,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,3Tc57t9l2O8FwQZtQOvPXK,Darkroom/Interscope Records,USUM71900769,1359522,6qqNVTkY8uBg9cP3Jd7DAH
Girl,Myke Towers,"reggaeton, trap latino, urbano latino",Latin,Easy Money Baby,2020-01-24,43NqTeL8pgBxKHPMiJKUP5,"2020 One World Music & Casablanca Records | Powered by GLAD Empire, LL",QM4TW2040254,41516506,7iK8PXO48WeuP03g8YR51W
Get Me,"Justin Bieber, Kehlani",,,Get Me,2020-01-28,6zGPytJiZmFuyVq7RTNO9G,RBMG/Def Jam,USUM72001309,19604207,"1uNFoZAHBGtllmzznpCI3s, 0cGUm45nv7Z6M6qdXYQGTX"
i'm so tired...,"Lauv, Troye Sivan",,,~how i'm feeling~,2020-01-16,6uiz2UTi8yaPVd9A1OxxTW,Lauv,GBKPL1933763,2060948,"5JZ7CnR6gTvEMKX4g70Amv, 3WGpXCj9YhhfX11TToZcXP"
Physical,Dua Lipa,pop,Pop,Physical,2020-01-30,5px6upUHM3fhOP621Edp4V,Warner Records,GBAHT1901298,113569441,6M2wZ9GZgrQXHCFfjv46we
"I Do It (ft. Big Sean, Lil Baby)","Lil Wayne, Big Sean, Lil Baby","rap, hip hop, ",Hip Hop,Funeral,2020-01-31,1bRO28yzxgO3y3UmNR29TZ,"Young Money Records, Inc.",USUG12000376,13703387,"55Aa2cqylxrFIXC767Z865, 0c173mlxpT3dSFRgMO8XPh, 5f7VJjfbwm532GiveGC0ZK"
Baby,"Joker Bra, VIZE","german hip hop, slap house","Hip Hop, Electronic",Baby,2020-01-30,1V7JaMp11LKGwKiVmSetf0,Bra Musik,DECE72000063,17349845,"325L7kby6bkG5qSXXAFEWM, 09agIJMxCD2k87ys9Al0f0"
Only The Young - Featured in Miss Americana,Taylor Swift,,,Only The Young (Featured in Miss Americana),2020-01-31,2slqvGLwzZZYsT4K4Y1GBC,Taylor Swift,USUG11904286,19504121,06HL4z0CvFAxyc27GXpf02
King Of My City,A Boogie Wit da Hoodie,melodic rap,Hip Hop,King Of My City,2020-01-31,4GyMIm2BEMoOXjmIvSpfLi,Highbridge the Label / Atlantic Records,USAT22000244,5700336,31W5EY0aAly4Qieq6OFu6I
Mon Ami,Samra,german hip hop,Hip Hop,Mon Ami,2020-01-29,1R4xkZXQUQ8QJtAdwHkSgC,Urban,DECE72000085,4666179,6h1s4i4XKIYv4ErDelLDN0
Liberdade Provisória - Ao Vivo,Henrique & Juliano,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin","Ao Vivo no Ibirapuera, Vol. 1",2020-01-31,3Ghyp3X5Ua9ypHnBIgOObI,WorkShow,BRWNV1900330,35673381,3p7PcrEHaaKLJnPUGOtRlT
Funeral,Lil Wayne,"rap, hip hop",Hip Hop,Funeral,2020-01-31,4y1GxT1XnufGddKkrFkbtC,"Young Money Records, Inc.",USUG12000369,909626,55Aa2cqylxrFIXC767Z865
Mahogany,Lil Wayne,"rap, hip hop",Hip Hop,Funeral,2020-01-31,5f9JYuHSIHjp6rggue13RS,"Young Money Records, Inc.",USUG12000380,1615062,55Aa2cqylxrFIXC767Z865
Rodeo - feat. Nas,"Lil Nas X, Nas","east coast hip hop, hip hop",Hip Hop,Rodeo (feat. Nas),2020-01-27,7ikRId3U9AXd6tfF2fbItC,Columbia,USSM11915303,867581,"7jVv8c5Fj3E9VhNjxT4snq, 20qISvAhX20dpIbOOzGK3q"
Nice to Meet Ya (feat. Nicki Minaj),"Meghan Trainor, Nicki Minaj",,,TREAT MYSELF,2020-01-31,5HqRQwSAPAgJBQ3bhtpUTg,Epic,USSM11913868,864344,"6JL8zeS1NmiOftqZTRgdTz, 0hCNtLu0JehylgoiP8L4Gh"
GUESS WHAT (feat. Rick Ross),"Russ, Rick Ross",southern hip hop,Hip Hop,SHAKE THE SNOW GLOBE,2020-01-31,40FUPlp2KJvdHY5ABnK100,Columbia,USSM11914598,855371,"1z7b1Pr1rSlvWRzsW3HOrS, 1sBkRIssrMs1AbVkOJbc7a"
Momentary Bliss (feat. slowthai and Slaves),"Gorillaz, slowthai, SOFT PLAY","grime, ",Electronic,Momentary Bliss (feat. slowthai and Slaves),2020-01-30,5zZWKugaE2ZmnZN77HVfUH,Parlophone UK,GBAYE1901675,788712,"3AA28KZvwAUcZuOKwyblJQ, 3r1XkJ7vCs8kHBSzGvPLdP, 3xByNj8XW17oW0wsJhgzYL"
Mama Mia,Lil Wayne,"rap, hip hop",Hip Hop,Funeral,2020-01-31,7K8vPC3GPWafq2zXHuUGXz,"Young Money Records, Inc.",USUG12000373,770955,55Aa2cqylxrFIXC767Z865
ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",emo,Rock,Lover,2019-08-23,2Rk4JlNc2TPmZe2af99d45,Taylor Swift,USUG11901494,7055259,"06HL4z0CvFAxyc27GXpf02, 6eYFryfcEu3QSq59D62wZQ, 20JZFwl6HVl6yg8a4H3ZqK"
Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean","latin pop, latin, ","Latin, Pop","Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,3ZFTkvIE7kyPt6Nu3PEa7V,Epic,USSM10600677,6925842,"0EmeFodog0BfCgMzAIvKQp, 7aBzpmFXB4WWpPl2F7RjBe"
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),"Shakira, Freshlyground","latin pop, latin, afro soul, afropop, dubstep","R&B, Pop, Electronic, Latin",Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),2010-05-07,2Cd9iWfcOpGDHLz6tVA3G4,Epic,USSM11001353,1464503,"0EmeFodog0BfCgMzAIvKQp, 7AcV1lk8Zrgo1691PDWEle"
Leila,Reynmen,"turkish pop, turkish hip hop","Hip Hop, Pop",RnBesk,2020-02-02,1RqNAiL2toZ59HTjQbFLfM,Houze Istanbul,FRX281978255,1404298,1Fg19vpUJpAAPFjnKaVYVW
Lover,Taylor Swift,,,Lover,2019-08-23,1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,USUG11901473,2775227,06HL4z0CvFAxyc27GXpf02
WHATS POPPIN,Jack Harlow,,,WHATS POPPIN,2020-01-21,3Q6F8RByyhRTJpRtZLY3cg,Generation Now/Atlantic,USAT22000162,48351882,2LIk90788K0zvyj2JJVwkJ
Wake Up Call (feat. Trippie Redd),"KSI, Trippie Redd",melodic rap,Hip Hop,Wake Up Call (feat. Trippie Redd),2020-01-27,5MYzajZVxBaPT2JUSRa99L,BMG Rights Management (US) LLC,QMRSZ2000072,713110,"1nzgtKYFckznkcVMR3Gg4z, 6Xgp2XMz1fhVYe7i6yNAax"
Run,Joji,,,Run,2020-02-06,6p8eEdiZLKJH8tcjGZuNTK,88rising Music/Warner Records,ZZOPM1901777,22016474,3MZsBdqDrRTJihTHQrO6Dq
Medusa,"JHAYCO, Anuel AA, J Balvin","reggaeton, trap latino, urbano latino, latin",Latin,Medusa,2020-02-05,3qM0vBxIe4VUbK0Z0smuVP,N&E Entertainment LLC,USUM72002360,52776270,"6nVcHLIgY5pE2YCl8ubca1, 2R21vXR83lH98kGeO99Y66, 1vyhD5VmyZ7KMfW5gqLgo5"
Intentions,"Justin Bieber, Quavo",,,Intentions,2020-02-07,364dI1bYnvamSnBJ8JcNzN,RBMG/Def Jam,USUM72001302,26682087,"1uNFoZAHBGtllmzznpCI3s, 0VRj0yCOv2FXJNP47XQnx5"
Know Your Worth,"Khalid, Disclosure",house,Electronic,Know Your Worth,2020-02-04,0TrPqhAMoaKUFLR7iYDokf,"Right Hand Music Group, LLC/RCA Records",USRC11903871,148497236,"6LuN9FCkKOj5PcnpouEgny, 6nS5roXSAGhTGr34W6n7Et"
Keii,Anuel AA,"reggaeton, trap latino, urbano latino, latin",Latin,Keii,2020-02-07,5eEQCfq7MXQr6aHLNRUZLs,"2020 Real Hasta La Muerte, LLC",QM4TW2063212,103272487,2R21vXR83lH98kGeO99Y66
No Shame,5 Seconds of Summer,,,No Shame,2020-02-05,5JSVa5i6lFPoyOzK4gj0Ox,5 Seconds of Summer/Interscope Records,USUG12000281,14603882,5Rl15oVamLq7FbSb0NNBNy
Birthday,Anne-Marie,,,Birthday,2020-02-07,5hff5RQeE84pznOt8WEWeO,Major Tom's / Asylum,GBAHS2000028,7506792,1zNqDE7qDGCsyzJwohVaoX
