song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,yearly_streams,artist_ids
The Motto,"Tiësto, Ava Max","edm, trance, big room, house, dance, ",Electronic,The Motto,2021-11-04,18asYwWugKjjsihZ0YvRxO,380407187,"2o5jDhtHVPhrJdv3cEQ99Z, 4npEfmQ6YuiwW1GpUmaq3F"
Sweater Weather,The Neighbourhood,,,I Love You.,2013-04-19,0cQVqPuHQP4KEwc7ZUQmj6,664517216,77SW9BnxLY8rJ0RciFqkHh
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine","house, ",Electronic,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,4cG7HUWYHBV6R6tHn1gxrl,38440069,"7i9j813KFoSBMldGqlh2Z1, 1gALaWbNDnwS2ECV09sn2A, 4L2dV3zY7RmkeiNO035Fi0, 23rdR5gsZI5BqncTEKLtDU, 3Edve4VIATi0OZngclQlkN"
Presepada,"Marília Mendonça, Maiara & Maraisa","sertanejo, sertanejo universitário, arrocha, forró, piseiro","Country, Latin",Festa das Patroas 35%,2021-10-14,3YvE7uo4ffseBoJPh8IhHp,11502453,"1yR65psqiazQpeM79CcGh8, 59jlthNnbmim5l9tmNA7se"
drivers license,Olivia Rodrigo,,,SOUR,2021-05-21,5wANPM4fQCJwkGd4rN57mH,391428895,1McMsnEElThX1knmY4oliG
Don't Start Now,Dua Lipa,pop,Pop,Future Nostalgia,2020-03-27,3PfIrDoz19wz7qK7tYeu62,300561167,6M2wZ9GZgrQXHCFfjv46we
traitor,Olivia Rodrigo,,,SOUR,2021-05-21,5CZ40GBx1sQ9agT82CLQCT,432061552,1McMsnEElThX1knmY4oliG
Ela me Falou Que Quer Rave,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege","funk, brega funk, brazilian funk","Hip Hop, Pop, R&B",Ela me Falou Que Quer Rave,2021-10-25,0JdkDCdrhMOaeXjIZdeBXN,1869014,"0guw2RGoUqaWKpoCY5DzWY, 23buF7CmOZll8oQveAvsut, 1aQbanZ6xPrOtTYtsMdm3Q, 2BvV4u6AUwFCrAriUIo9Sm"
Watermelon Sugar,Harry Styles,,,Fine Line,2019-12-13,6UelLqGlWMcVH1E5c4H7lY,487511743,6KImCVD70vtIoJWnq6nGn3
Tacones Rojos,Sebastian Yatra,"colombian pop, reggaeton, latin","Pop, Latin",Dharma,2022-01-28,6ylDpki1VpIsc525KC1ojF,202589194,07YUOmWljBTXwIseAUd9TW
Medallo,"Blessd, Justin Quiles, Lenny Tavárez","reggaeton, urbano latino, trap latino, argentine trap","Hip Hop, Latin",Hecho En Medellín,2021-10-27,6lX6l7OuA3qrnIRfdsr0dw,185576177,"1TA5sGRlKUJXBN4ZyJuDIX, 14zUHaJZo1mnYtn6IBRaRP, 1pQWsZQehhS4wavwh7Fnxd"
I Hate U,SZA,r&b,R&B,SOS,2022-12-09,2aJnyNu4PQxQ2lyj5boiMG,92018949,7tYKF4w9nC0nq9CsPZTHyP
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, GIVĒON",r&b,R&B,Justice,2021-03-19,4iJyoBOLtHqaGxP12qzhQI,257572782,"1uNFoZAHBGtllmzznpCI3s, 20wkVLutqVOYrc0kxFs7rA, 4fxd5Ee7UefO4CUXgwJ7IP"
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",,,An Evening With Silk Sonic,2021-11-11,02VBYrHfVwfEWXk5DXyf0T,127115832,"0du5cEVh5yTK9QJze8zA0C, 3jK9MiCrA42lLAdMGUZpwa, 6PvvGcCY2XtUcSRld1Wilr"
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",,,Better Days (NEIKED x Mae Muller x Polo G),2021-09-24,6f5ExP43esnvdKPddwKXJH,116804154,"5H6xmHXjsq98NLbEjuE29f, 1BEUkE2CSUgHTLSBMZdnFB, 6AgTAQt8XS6jRWi4sX7w49"
Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown","trap latino, reggaeton, urbano latino, latin, r&b","Latin, R&B",Nostálgico,2021-09-08,2BEcap3xJtmiPaHKyfQi4e,100952440,"1fctva4kpRbg2k3v7kwRuS, 1mcTU81TzQhprhouKaTkpq, 7bXgB6jMjp9ATFy66eO08Z"
I Gotta Feeling,Black Eyed Peas,,,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,4kLLWz7srcuLKA7Et40PQR,10386818,1yxSLGMDHlW21z4YXirZDS
A La Antigüita,Calibre 50,"banda, corrido, norteño, música mexicana, sierreño, grupera",Latin,Vamos Bien,2021-02-05,798ahLNEcoFER7Vywg1FMT,2531233,4jogXSSvlyMkODGSZ2wc2P
Revoada No Colchão,"Zé Felipe, Marcynho Sensação","piseiro, sertanejo, arrocha, agronejo, forró, sertanejo universitário, brega","Country, Latin",Revoada No Colchão,2021-09-17,4kGdnA7FzSVsXC29LPghej,1125503,"7cmuxPnXRJxwuYDHfbD8Eu, 4dnPDc045bVjibyATxVUOs"
Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole",,,THE ANXIETY,2020-03-13,07MDkzWARZaLEdKxo6yArG,95569593,"64H8UqGLbJFHwKtGxiV8OP, 3rWZHrfrsPBxVy692yAIxF, 1xoxekeb8jUVHKJB7m6bfg"
Don't Be Shy,"Tiësto, KAROL G","edm, trance, big room, house, dance, reggaeton, latin, urbano latino","Electronic, Latin",Don't Be Shy,2021-08-12,0bI7K9Becu2dtXK1Q3cZNB,113636783,"2o5jDhtHVPhrJdv3cEQ99Z, 790FomKkXshlbRYZFtlgla"
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",,,Hollywood's Bleeding,2019-09-06,0RiRZpuVRbi7oqRdSMwhQY,328805888,"246dkjvS1zLTtiykXe5h60, 1zNqQNIdeOUZHb8zbZRFMX"
Dynamite,BTS,k-pop,Pop,BE,2020-11-20,5QDLhrAOJJdNAmCTJ8xMyW,288984365,3Nrfpe0tUJi4K4DXYWgMUX
Oh My God,Adele,soft pop,Pop,30,2021-11-19,3Kkjo3cT83cw09VJyrLNwX,160472403,4dpARuHxo51G3z768sgnrY
The Business,Tiësto,"edm, trance, big room, house, dance",Electronic,The Business,2020-09-16,6f3Slt0GbA2bPZlz0aIFXN,60020345,2o5jDhtHVPhrJdv3cEQ99Z
I AM WOMAN,Emmy Meli,,,I AM WOMAN,2021-11-19,3nOz1U41SZZ0N3fuUWr9nb,53897958,71szvmFWd7TUa7b6XmXj9k
Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd","edm, ",Electronic,Paradise Again,2022-04-15,0VO8gYVDSwM1Qdd2GsMoYK,150403386,"1h6Cn3P4NGzXbaXidqURXs, 1Xyo4u8uXC1ZmMpatF05PJ"
Super Gremlin,Kodak Black,,,Back For Everything,2022-02-25,1Y5Jvi3eLi4Chwqch9GMem,133632409,46SHBwWsqBkxI7EeeBEQG7
Desesperados,"Rauw Alejandro, Chencho Corleone","reggaeton, urbano latino, trap latino, latin",Latin,VICE VERSA,2021-12-10,6mmPpaltUZK7xjNlBPQQ0p,602733531,"1mcTU81TzQhprhouKaTkpq, 37230BxxYs9ksS7OkZw3IU"
Life Goes On,Oliver Tree,,,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",2021-05-28,0eu4C55hL6x29mmeAjytzC,48343821,6TLwD7HPWuiOzvXEa3oCNe
Mr. Brightside,The Killers,alternative rock,Rock,Hot Fuss,2004-00-00,003vvx7Niy0yvhvHt4a68B,248851820,0C0XlULifJtAgn6ZNCW2eu
Salimo de Noche,"Tiago PZK, Trueno","argentine trap, urbano latino","Hip Hop, Latin",Salimo de Noche,2021-10-21,6P096SaOzrgGxs8NWOfX7M,52039271,"5Y3MV9DZ0d87NnVm56qSY1, 2x7PC78TmgqpEIjaGAZ0Oz"
DANCE CRIP,Trueno,argentine trap,Hip Hop,DANCE CRIP,2021-11-17,1kjs5eR4DMzyB0gm1Z8waV,21517381,2x7PC78TmgqpEIjaGAZ0Oz
Sobrio,Maluma,"reggaeton, latin, urbano latino",Latin,Sobrio,2021-07-08,4HzqWEdAbzcVFDv0pvxV4w,63221651,1r4hJ1h58CWwUQe3MxPuau
Bar,"TINI, L-Gante","latin pop, rkt, turreo","Pop, Latin",Bar,2021-11-11,0lJE8f0lx8mUSfMyxeYpiC,13446916,"7vXDAI8JwjW531ouMGbfcp, 4YYxffPVDFe9XoqqbRW6Bq"
Molhando o Volante,Jorge & Mateus,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin",Molhando o Volante,2021-12-10,3ITkrUvAA6gzxer2UIom3P,23324665,1elUiq4X7pxej6FRlrEzjM
Mood (feat. iann dior),"24kGoldn, iann dior",melodic rap,Hip Hop,El Dorado,2021-03-26,4jPy3l0RUwlUI9T5XHBW2m,105603546,"6fWVd57NKTalqvmjRd2t8Z, 6ASri4ePR7RlsvIQgWPJpS"
Meu Pedaço de Pecado,João Gomes,"piseiro, forró, sertanejo, arrocha, brega","Country, Latin",Eu Tenho a Senha,2021-06-01,2kJRlOyrxsy7Ot3c5TZ8Q6,999268,4JNo6Q5KdcRf1vtSX9mB0S
Ya Supérame (En Vivo),Grupo Firme,"banda, corrido, norteño, sierreño, grupera, música mexicana, corridos bélicos, corridos tumbados",Latin,Ya Supérame (En Vivo),2021-08-13,6HIIuuUIEzH1meVdGbMXyf,994346,1dKdetem2xEmjgvyymzytS
Save Your Tears,The Weeknd,,,After Hours,2020-03-20,5QO79kh1waicV47BqGRL3g,458989348,1Xyo4u8uXC1ZmMpatF05PJ
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, MOLIY","alté, afrobeats",R&B,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),2021-09-16,09gysnJpfQ3ublBmJDfcEC,54002085,"21UPYSRWFKwtqvSAnFnSvS, 1U1el3k54VvEUzo3ybLPlM, 2hVWBpjLW4Q7fboYz2pVYK"
Qué Más Pues?,"J Balvin, Maria Becerra","reggaeton, latin, argentine trap","Hip Hop, Latin",JOSE,2021-09-10,6D2TCm4nf5nxAcdGJ7w3QP,26827356,"1vyhD5VmyZ7KMfW5gqLgo5, 1DxLCyH42yaHKGK3cl5bvG"
Volando - Remix,"Mora, Bad Bunny, Sech","urbano latino, reggaeton, trap latino, latin",Latin,Volando (Remix),2021-07-08,0G2zPzWqVjR68iNPmx2TBe,116488669,"0Q8NcsJwoCbZOHHW63su5S, 4q3ewBCX7sLwd24euuV69X, 77ziqFxp5gaInVrF2lj4ht"
NO CHÃO NOVINHA,"Anitta, PEDRO SAMPAIO","brazilian pop, funk pop, funk carioca, funk, pagode baiano, brazilian funk, brega funk","Hip Hop, Pop, R&B, Latin",NO CHÃO NOVINHA,2021-12-09,7ARoqP7G8UYW8SyYPyPp7k,972451,"7FNnA9vBm6EKceENgCGRMb, 5wbf52LA6kcaboHSN6NEF1"
Surface Pressure,Jessica Darrow,,,Encanto (Original Motion Picture Soundtrack),2021-11-19,760jhRscwGbIIe1m1IIQpU,43192967,4vdAAzZBUKbsrvHi6UR7B7
Todo Mundo Menos Você,"Marília Mendonça, Maiara & Maraisa","sertanejo, sertanejo universitário, arrocha, forró, piseiro","Country, Latin",Festa das Patroas 35%,2021-10-14,053zWWZDziDJd3U94x8RuP,1609595,"1yR65psqiazQpeM79CcGh8, 59jlthNnbmim5l9tmNA7se"
You Right,"Doja Cat, The Weeknd",,,Planet Her,2021-06-25,0k4d5YPDr1r7FX77VdqWez,164131766,"5cj0lLjcoR7YOSnhnX0Po5, 1Xyo4u8uXC1ZmMpatF05PJ"
Ela e Ela,Zé Neto & Cristiano,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin",Chaaama,2021-10-07,7pvrsbBKUQI2QmA74WCJa5,939782,487N2T9nIPEHrlTZLL3SQs
Miénteme,"TINI, Maria Becerra","latin pop, argentine trap","Hip Hop, Pop",Miénteme,2021-04-29,0cOa970mzTWAxKtltpkpLc,10952489,"7vXDAI8JwjW531ouMGbfcp, 1DxLCyH42yaHKGK3cl5bvG"
Dark Red,Steve Lacy,,,Dark Red,2017-02-20,3EaJDYHA0KnX88JvDhL9oa,392573854,57vWImR43h4CaDao012Ofp
Nota de Repúdio - Ao Vivo,Gusttavo Lima,"sertanejo, sertanejo universitário, arrocha, agronejo, piseiro, forró","Country, Latin",Buteco in Boston (Ao Vivo),2021-12-16,6qdJZIjxrPaJjaGqlXFLSs,932688,7MiDcPa6UiV3In7lIM71IN
Rasputin,"Majestic, Boney M.",disco,R&B,Rasputin,2021-02-26,0b18g3G5spr4ZCkz7Y6Q0Q,932417,"6QMABvTzixnxzsLYyhqRxI, 54R6Y0I7jGUCveDTtI21nb"
Believer,Imagine Dragons,,,Evolve,2017-06-23,0pqnGHJpmpxLKifKRmU6WP,391276277,53XhwfbYqKCa1cC15pYq2q
It'll Be Okay,Shawn Mendes,pop,Pop,It'll Be Okay,2021-12-01,2KnLkZ3z7PO3kgVGHGqDpD,68377547,7n2wHs1TKAczGzO7Dd2rGr
AM Remix,"Nio Garcia, J Balvin, Bad Bunny","reggaeton, trap latino, latin, urbano latino",Latin,AM Remix,2021-06-24,05bfbizlM5AX6Mf1RRyMho,49394530,"5hdhHgpxyniooUiQVaPxQ0, 1vyhD5VmyZ7KMfW5gqLgo5, 4q3ewBCX7sLwd24euuV69X"
Putariazinha,Felipe Amorim,"piseiro, forró, arrocha, sertanejo, agronejo, brega","Country, Latin",Putariazinha,2021-09-03,2jwrYBGz7osKI31v50bS7b,911990,3CIIaeZuFYrAD6PRVyuO4U
LA FAMA,"ROSALÍA, The Weeknd","latin, ",Latin,MOTOMAMI,2022-03-18,6Y46tOTRhkBamosyuWa6YX,78955554,"7ltDVBr6mKbRvohxheJ9h1, 1Xyo4u8uXC1ZmMpatF05PJ"
OUT OUT (feat. Charli XCX & Saweetie),"Joel Corry, Jax Jones, Charli xcx, Saweetie","dance pop, hyperpop, art pop, ",Pop,OUT OUT (feat. Charli XCX & Saweetie),2021-08-13,6Dy1jexKYriXAVG6evyUTJ,21569022,"6DgP9otnZw5z6daOntINxp, 4Q6nIcaBED8qUel8bBx6Cr, 25uiPmTg16RbhZWAqwLBy5, 6cK3NBO6uP7hh0oyuVELFl"
Dance Monkey,Tones And I,,,Welcome To The Madhouse (Deluxe),2021-07-16,2N8m6CYs74qQO4mjVcXO30,126652856,2NjfBq1NflQcKSeiDooVjY
