song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,yearly_streams,artist_ids
Make Me (Cry),"Noah Cyrus, Labrinth",,,Make Me (Cry),2016-11-15,2BrzlUj1u1CtvaJDGIKpsP,59351735,"55fhWPvDiMpLnE4ZzNXZyW, 2feDdbD5araYcm6JhFHHw7"
Lot to Learn,Luke Christopher,,,TMRWFRVR,2017-07-28,2HzfRSfCogBSsgW2CckVA2,60246825,787bCXOIvGeBw0Bc4kEjhD
Fast Car,"Jonas Blue, Dakota","tropical house, ",Electronic,Fast Car,2015-12-04,6OZh916QF8XNunWaP97WEZ,29539625,"1HBjj22wzbscIZ9sEb5dyf, 2zzpznMuhKlKlqh1ma7Sms"
No Problem (feat. Lil Wayne & 2 Chainz),"Chance the Rapper, Lil Wayne, 2 Chainz","rap, hip hop, southern hip hop",Hip Hop,Coloring Book,2016-05-27,0v9Wz8o0BT8DU38R4ddjeH,65525373,"1anyVhU62p31KFi8MEzkbf, 55Aa2cqylxrFIXC767Z865, 17lzZA2AlOHwCwFALHttmp"
Water Under the Bridge,Adele,soft pop,Pop,25,2015-11-20,2DRMuw0U0QbkVQxWxdJV3M,91386158,4dpARuHxo51G3z768sgnrY
Shout Out to My Ex,Little Mix,,,Glory Days (Deluxe),2016-11-18,0YHUITU3w6ws1v8ehT264g,37051602,3e7awlrlDSwF3iM0WBjGMp
No Heart,"21 Savage, Metro Boomin",,,Savage Mode,2016-07-15,4gmmRb6bZJffOOiww1JGTO,46575546,"1URnnhqYAYcrqrcwql10ft, 0iEtIxbK0KxaSlF7G42ZOp"
Middle,"DJ Snake, Bipolar Sunshine",,,Encore,2016-08-05,4OZEu0Vwq0RB2LAq14v99n,24547859,"540vIaP2JwjQb9dm3aArA4, 0CjWKoS55T7DOt0HJuwF1H"
Dile Que Tu Me Quieres,Ozuna,"reggaeton, latin, trap latino, urbano latino",Latin,Dile Que Tu Me Quieres,2016-06-06,20ZAJdsKB5IGbGj4ilRt2o,65334109,1i8SpTcr7yvPOmcqrbnVXY
"Me, Myself & I","G-Eazy, Bebe Rexha",,,When It's Dark Out,2015-12-04,40YcuQysJ0KlGQTeGUosTC,23757421,"02kJSzxNuaWGqwubyUba0Z, 64M6ah0SkkRsnPGtGiRAbb"
Capsize,"FRENSHIP, Emily Warren",,,Truce - EP,2016-09-02,2XMTqoHHSH0lvuXrvIEdco,43917139,"7xEFii6utZmQ61kX59HmLH, 1oKdM70mJD8VvDOTKeS8t1"
Billie Jean,Michael Jackson,,,Thriller,1982-11-30,7J1uxwnxfQLu4APicE5Rnj,1916446,3fMbdgg4jU18AjLCKBhRSm
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake","moombahton, ",Electronic,Peace Is The Mission,2015-05-29,4WjH9Bzt3kx7z8kl0awxh4,90271630,"738wLrAtLtCtFOLvQBXOXp, 0bdfiayQAKewqEvaU6rXCv, 540vIaP2JwjQb9dm3aArA4"
"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","IAmChino, Pitbull, Yandel, El Chacal","reggaeton, urbano latino, latin, timba, bachata",Latin,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",2016-02-22,6stYbAJgTszHAHZMPxWWCY,111217166,"0b2GL7Y02vu50qieoQmw1w, 0TnOYISbd1XYRBk9myaseg, 0eHQ9o50hj6ZDNBt6Ys1sD, 1xFn1xod58AGaSZjrxdiXA"
Borro Cassette,Maluma,"reggaeton, latin, urbano latino",Latin,"Pretty Boy, Dirty Boy",2015-10-30,6DUdDIRgLqCGq1DwkNWQTN,26166177,1r4hJ1h58CWwUQe3MxPuau
Andas En Mi Cabeza,"Chino & Nacho, Daddy Yankee","merengue, reggaeton, latin",Latin,Andas En Mi Cabeza,2016-02-19,5mey7CLLuFToM2P68Qu1gF,43765722,"5NS0854TqZQVoRmJKSWtFZ, 4VMYDCV2IEDYJArk749S6m"
Sunset Lover,Petit Biscuit,,,Sunset Lover,2015-00-00,0hNduWmlWmEmuwEFcYvRu1,95646713,6gK1Uct5FEdaUWRWpU4Cl2
Sidewalks,"The Weeknd, Kendrick Lamar","hip hop, west coast hip hop",Hip Hop,Starboy,2016-11-25,4h90qkbnW1Qq6pBhoPvwko,23505597,"1Xyo4u8uXC1ZmMpatF05PJ, 2YZyLoL8N0Wb9xBt1NhZWg"
Sex,"Cheat Codes, Kris Kross Amsterdam",,,Sex,2016-02-19,5DA77EqppDmCTWGovd4oTP,16922606,"7DMveApC7UnC2NPfPvlHSU, 4LcUpNlXFEleaLlelmkv2R"
Final Song,MØ,,,Final Song,2016-05-13,4qqArAiTPueDxIp7cf87h7,28382062,0bdfiayQAKewqEvaU6rXCv
All Time Low,Jon Bellion,,,The Human Condition,2016-06-10,1CnPYaKxTVb4LWOtiGOm0m,163100694,50JJSqHUf2RQ9xsHs0KMHg
Versace on the Floor,Bruno Mars,,,24K Magic,2016-11-17,0kN8xEmgMW9mh7UmDYHlJP,87332759,0du5cEVh5yTK9QJze8zA0C
Six Feet Under,The Weeknd,,,Starboy,2016-11-25,4mU5iXHeLgbR94siF7p1sY,26413022,1Xyo4u8uXC1ZmMpatF05PJ
Fresh Eyes,Andy Grammer,,,Fresh Eyes,2016-01-01,4nMlau89VAjmV7agkl7OY3,43511319,2oX42qP5ineK3hrhBECLmj
Vacaciones,Wisin,"reggaeton, latin",Latin,Vacaciones,2016-09-30,3dQDid3IUNhZy1OehIfYfE,107528684,3E6xrwgnVfYCrCs0ePERDz
Bohemian Rhapsody - Remastered 2011,Queen,"classic rock, rock, glam rock",Rock,A Night At The Opera (2011 Remaster),1975-11-21,4u7EnebtmKWzUH433cf5Qv,1319315,1dfeR4HaWDbWqFHLkxsg1d
pick up the phone,"Young Thug, Travis Scott","rap, melodic rap, trap",Hip Hop,Birds In The Trap Sing McKnight,2016-09-16,20dP2DaMHIAmwWAbp7peSr,38839161,"50co4Is1HCEo8bhOyUWKpn, 0Y5tJX1MQlPlqiwlOH1tJY"
You Was Right,Lil Uzi Vert,melodic rap,Hip Hop,Lil Uzi Vert vs. The World,2016-05-27,2ANLarE8yHVsLWW21nj79M,20995669,4O15NlyKLIASxsJ0PrXPfz
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"Vice, Skizzy Mars, Jasmine Thompson",,,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),2016-09-30,40UroIGvsMPLPBYwH8rMNA,34655770,"0q4NrXqJnc367PieejuROJ, 00Z3UDoAQwzvGu13HoAM7J, 2TL8gYTNgD6nXkyuUdDrMg"
