spotify_track_id,song_name,artist_names,artist_ids,yearly_streams,parent_genres,genres,album,album_date,album_label,release_date,release_date_precision,album_type
1rqqCSm0Qe4I9rUvWncaom,High Hopes,['Panic! At The Disco'],['20JZFwl6HVl6yg8a4H3ZqK'],470921270,Rock,emo,Pray for the Wicked,2018-06-22,DCD2 / Fueled By Ramen,2018-06-22,day,album
7FGq80cy8juXBCD2nrqdWU,Eastside (with Halsey & Khalid),"['benny blanco', 'Halsey', 'Khalid']","['5CiGnKThu5ctn9pBxv7DGa', '26VFTg2z8YR0cCuwLzESi2', '6LuN9FCkKOj5PcnpouEgny']",437445791,,,FRIENDS KEEP SECRETS,2018-12-07,Friends Keep Secrets/Interscope Records,2018-12-07,day,album
7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B) - Cardi B Version,"['Maroon 5', 'Cardi B']","['04gDigrS5kc9YWfZHwBETP', '4kYSro6naA4h99UJvo89HB']",391247076,Pop,"pop, ",Red Pill Blues (Deluxe),2018-06-15,Interscope Records*,2018-06-15,day,album
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),"['Lil Baby', 'Gunna']","['5f7VJjfbwm532GiveGC0ZK', '2hlmm7s2ICUX0LVIhVFlZQ']",268726609,Hip Hop,melodic rap,Drip Harder,2018-10-05,"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",2018-10-05,day,album
58q2HKrzhC3ozto2nDdN4z,I Like It,"['Cardi B', 'Bad Bunny', 'J Balvin']","['4kYSro6naA4h99UJvo89HB', '4q3ewBCX7sLwd24euuV69X', '1vyhD5VmyZ7KMfW5gqLgo5']",232540653,Latin,"reggaeton, trap latino, latin, urbano latino",Invasion of Privacy,2018-04-06,Atlantic/KSR,2018-04-06,day,album
7dt6x5M1jzdTEt8oCbisTK,Better Now,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],405953336,,,beerbongs & bentleys,2018-04-27,Republic Records,2018-04-27,day,album
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],413902280,Hip Hop,"melodic rap, emo rap",Goodbye & Good Riddance,2018-12-10,Juice WRLD Mixtape / ISR P&D,2018-12-10,day,album
7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - Remastered 2011,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],140396723,Rock,"classic rock, rock, glam rock",A Night At The Opera (Deluxe Remastered Version),1975-11-21,Hollywood Records,1975-11-21,day,album
2VxeLyX666F8uXCJ0dZF8B,Shallow,"['Lady Gaga', 'Bradley Cooper']","['1HY2Jd0NmPuamShAr6KMms', '4VIvfOurcf0vuLRxLkGnIG']",714097238,Pop,"art pop, pop, ",A Star Is Born Soundtrack,2018-10-05,A Star is Born OST,2018-10-05,day,album
6DCZcSspjsKoFjzjrWoCdn,God's Plan,['Drake'],['3TVXtAsR1Inumwj472S9r4'],249679896,Hip Hop,"rap, hip hop",Scorpion,2018-06-29,Cash Money/Drake LP6,2018-06-29,day,album
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),"['Post Malone', '21 Savage']","['246dkjvS1zLTtiykXe5h60', '1URnnhqYAYcrqrcwql10ft']",395449434,,,beerbongs & bentleys,2018-04-27,Republic Records,2018-04-27,day,album
3ee8Jmje8o58CHK66QrVC2,SAD!,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],360048630,Hip Hop,emo rap,?,2018-03-16,"Bad Vibes Forever, LLC",2018-03-16,day,album
2LskIZrCeLxRvCiGP8gxlh,Arms Around You (feat. Maluma & Swae Lee),"['XXXTENTACION', 'Lil Pump', 'Swae Lee', 'Maluma']","['15UsOTVnJzReFVN1VCnxy4', '3wyVrVrFCkukjdVIdirGVY', '1zNqQNIdeOUZHb8zbZRFMX', '1r4hJ1h58CWwUQe3MxPuau']",122376635,"Hip Hop, Latin","emo rap, reggaeton, latin, urbano latino",Arms Around You (feat. Maluma & Swae Lee),2018-10-25,Warner Records,2018-10-25,day,single
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,"['Dynoro', ""Gigi D'Agostino""]","['3v6Ji4uoWtKRkhuDUaxi9n', '1OAjDaKgg00KCUYqDe68un']",267397652,Pop,"eurodance, italo dance",In My Mind,2018-06-08,Columbia/B1 Recordings,2018-06-08,day,single
0todbbT9g5uQGbeFCiBf2F,imagine,['Ariana Grande'],['66CXWjxzNUsdJxJ2JdwvnR'],52135948,Pop,pop,imagine,2018-12-14,Republic Records,2018-12-14,day,single
2cYnZNzFRFK0H7vSNxPsUq,Ella Quiere Beber - Remix,"['Anuel AA', 'Romeo Santos']","['2R21vXR83lH98kGeO99Y66', '5lwmRuXgjX8xIwlnauTZIP']",93243617,"Latin, Pop","reggaeton, trap latino, urbano latino, latin, bachata, bachata pop",Ella Quiere Beber (Remix),2018-11-02,"Real Hasta La Muerte, LLC",2018-11-02,day,single
6zeeWid2sgw4lap2jV61PZ,Better,['Khalid'],['6LuN9FCkKOj5PcnpouEgny'],353040764,,,Suncity,2018-10-18,"Right Hand Music Group, LLC/RCA Records",2018-10-18,day,album
5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),"['Calvin Harris', 'Sam Smith', 'Jessie Reyez']","['7CajNmpbOovFoOoasH2HaY', '2wY79sveU1sp5g7SokKOiI', '3KedxarmBCyFBevnqQHy3P']",206233231,"Electronic, Pop","edm, soft pop, ",Promises (with Sam Smith),2018-08-17,Columbia,2018-08-17,day,single
14JzyD6FlBD5z0wV5P07YI,when the party's over,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],138462086,,,when the party's over,2018-10-17,Darkroom,2018-10-17,day,single
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"['Calvin Harris', 'Dua Lipa']","['7CajNmpbOovFoOoasH2HaY', '6M2wZ9GZgrQXHCFfjv46we']",179844243,"Electronic, Pop","edm, pop",One Kiss (with Dua Lipa),2018-04-06,Sony Music UK,2018-04-06,day,single
27rdGxbavYJeBphck5MZAF,Nothing Breaks Like a Heart (feat. Miley Cyrus),"['Mark Ronson', 'Miley Cyrus']","['3hv9jJF3adDNsBSIQDqcjp', '5YGY8feqx7naU7z4HrwZM6']",167869894,,,Nothing Breaks Like a Heart (feat. Miley Cyrus),2018-11-30,Columbia,2018-11-30,day,single
48zFZh27QU5qsrBjn4C2FA,Vaina Loca,"['Ozuna', 'Manuel Turizo']","['1i8SpTcr7yvPOmcqrbnVXY', '0tmwSHipWxN12fsoLcFU3B']",83761855,"Pop, Latin","reggaeton, latin, trap latino, urbano latino, colombian pop",Aura,2018-08-24,VP Records Corp/Dimelo Vi,2018-08-24,day,album
5JEx7HbmvHQQswJCsoo9rA,Close To Me (with Diplo) (feat. Swae Lee),"['Ellie Goulding', 'Diplo', 'Swae Lee']","['0X2BH1fck6amBIoJhDVmmJ', '5fMUXHkw8R8eOP2RNVYEZX', '1zNqQNIdeOUZHb8zbZRFMX']",241771587,Electronic,"moombahton, ",Close To Me (feat. Swae Lee),2018-10-24,Polydor Records,2018-10-24,day,single
14mHfNsSHN0FbLftyjrV9g,Leave Me Alone,['Flipp Dinero'],['2HUwZ0kumzCSlhFcjFZfpp'],119910695,Hip Hop,melodic rap,Leave Me Alone,2018-09-04,Cinematic/Epic/We The Best,2018-09-04,day,single
0JP9xo3adEtGSdUEISiszL,Moonlight,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],314664397,Hip Hop,emo rap,?,2018-03-16,"Bad Vibes Forever, LLC",2018-03-16,day,album
2G1tXoGBaEMJ7FKGnkf6ud,Wake Up in the Sky,"['Gucci Mane', 'Bruno Mars', 'Kodak Black']","['13y7CgLHjMVRMDqxdx0Xdo', '0du5cEVh5yTK9QJze8zA0C', '46SHBwWsqBkxI7EeeBEQG7']",156117240,Hip Hop,"southern hip hop, rap, trap, ",Evil Genius,2018-12-07,Guwop Enterprises/Atlantic,2018-12-07,day,album
6MJUCumnQsQEKbCy28tbCP,Adictiva,"['Daddy Yankee', 'Anuel AA']","['4VMYDCV2IEDYJArk749S6m', '2R21vXR83lH98kGeO99Y66']",144255522,Latin,"reggaeton, latin, trap latino, urbano latino",Adictiva,2018-11-09,El Cartel Records (EC3),2018-11-09,day,single
2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,['Drake'],['3TVXtAsR1Inumwj472S9r4'],140455238,Hip Hop,"rap, hip hop",Scorpion,2018-06-29,Cash Money/Drake LP6,2018-06-29,day,album
5IaHrVsrferBYDm0bDyABy,Taste (feat. Offset),"['Tyga', 'Offset']","['5LHRHt1k9lMyONurDHEdrp', '4DdkRBBYG6Yk9Ka8tdJ9BW']",156513581,,,Taste (feat. Offset),2018-05-16,Last Kings Music / EMPIRE,2018-05-16,day,single
3EPXxR3ImUwfayaurPi3cm,Be Alright,['Dean Lewis'],['3QSQFmccmX81fWCUSPTS7y'],121519143,,,Be Alright,2018-06-29,Universal Music Australia Pty. Ltd.,2018-06-29,day,single
4uP3pUP18ennmz0tb3GphR,Solo de Mi,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],81880924,Latin,"reggaeton, trap latino, latin, urbano latino",X 100PRE,2018-12-23,Rimas Entertainment LLC,2018-12-23,day,album
7qiZfU4dY1lWllzX7mPBI3,Shape of You,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],353578651,Pop,soft pop,÷ (Deluxe),2017-03-03,Atlantic Records UK,2017-03-03,day,album
5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],287730019,Rock,"classic rock, rock, glam rock",Jazz (2011 Remaster),1978-11-10,EMI,1978-11-10,day,album
5kfNriitmkNE8mUbZ7gbq8,Saturday Nights,['Khalid'],['6LuN9FCkKOj5PcnpouEgny'],207066874,,,Suncity,2018-10-18,"Right Hand Music Group, LLC/RCA Records",2018-10-18,day,album
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),"['Camila Cabello', 'Young Thug']","['4nDoRrQiYLoBzwC5BhVJzF', '50co4Is1HCEo8bhOyUWKpn']",202327212,"Hip Hop, Pop","pop, rap, melodic rap, trap",Camila,2018-01-12,Syco Music/Epic,2018-01-12,day,album
2iUXsYOEPhVqEBwsqP70rE,Youngblood,['5 Seconds of Summer'],['5Rl15oVamLq7FbSb0NNBNy'],334669623,,,Youngblood (Deluxe),2018-06-15,Capitol,2018-06-15,day,album
7pdF27mSDuPWhppnHAmWHa,whoa (mind in awe),['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],49751673,Hip Hop,emo rap,SKINS,2018-12-07,Bad Vibes Forever / EMPIRE,2018-12-07,day,album
2GGMabyHXnJmjY6CXhhB2e,Money,['Cardi B'],['4kYSro6naA4h99UJvo89HB'],97576044,,,Money,2018-10-23,Atlantic/KSR,2018-10-23,day,single
0s5DNDV6LAKn2u2Ufa3VjQ,Desconocidos,"['Mau y Ricky', 'Manuel Turizo', 'Camilo']","['2wkoKEfS6dXwThbyTnZWFU', '0tmwSHipWxN12fsoLcFU3B', '28gNT5KBp7IjEOQoevXf9N']",177745215,"Pop, Latin","reggaeton, latin pop, latin, colombian pop",Desconocidos,2018-10-12,Sony Music Latin,2018-10-12,day,single
4KkUjFkcQvGvWekl8RATDn,BEBE,"['6ix9ine', 'Anuel AA']","['7gZfnEnfiaHzxARJ2LeXrf', '2R21vXR83lH98kGeO99Y66']",58832475,Latin,"reggaeton, trap latino, urbano latino, latin",DUMMY BOY,2018-11-27,Scumgang Records,2018-11-27,day,album
0TlLq3lA83rQOYtrqBqSct,Nonstop,['Drake'],['3TVXtAsR1Inumwj472S9r4'],101244428,Hip Hop,"rap, hip hop",Scorpion,2018-06-29,Cash Money/Drake LP6,2018-06-29,day,album
3Ol2xnObFdKV9pmRD2t9x8,Look Back at It,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],245999607,Hip Hop,melodic rap,Hoodie SZN,2018-12-21,Highbridge the Label / Atlantic Records,2018-12-21,day,album
2FUNBaa5DwItJtYEBgAblU,monster,['21 Savage'],['1URnnhqYAYcrqrcwql10ft'],37258457,,,i am > i was,2018-12-21,"Slaughter Gang, LLC/Epic Records",2018-12-21,day,album
2XXMDz7SPZ4mSFN1PXfHUy,Cuando Te Besé,"['Becky G', 'Paulo Londra']","['4obzFoKoKRHIphyHzJ35G3', '3vQ0GE3mI0dAaxIMYe5g7z']",44259294,"Hip Hop, Latin","reggaeton, latin, argentine trap, trap latino",Cuando Te Besé,2018-08-02,Sony Music Latin,2018-08-02,day,single
3V8UKqhEK5zBkBb6d6ub8i,Te Boté - Remix,"['Nio Garcia', 'Casper Magico', 'Bad Bunny', 'Darell', 'Ozuna', 'Nicky Jam']","['5hdhHgpxyniooUiQVaPxQ0', '1fux65HMCBvfJHqlBc4Nno', '4q3ewBCX7sLwd24euuV69X', '1TtXnWcUs0FCkaZDPGYHdf', '1i8SpTcr7yvPOmcqrbnVXY', '1SupJlEpv7RS2tPNRaHViT']",78574677,Latin,"reggaeton, trap latino, urbano latino, latin, dembow",Te Boté (Remix),2018-04-13,"Flow La Movie, Inc.",2018-04-13,day,single
3NuK5xMlSlB6K2Qp16zf3h,Solo (feat. Demi Lovato),"['Clean Bandit', 'Demi Lovato']","['6MDME20pz9RveH9rEXvrOM', '6S2OmqARrzebs0tKUEyXyp']",89617971,,,What Is Love? (Deluxe Edition),2018-11-30,Atlantic Records UK,2018-11-30,day,album
2t8yVaLvJ0RenpXUIAC52d,a lot,['21 Savage'],['1URnnhqYAYcrqrcwql10ft'],208239865,,,i am > i was,2018-12-21,"Slaughter Gang, LLC/Epic Records",2018-12-21,day,album
2xJCMIJfcNYDc5iR0sAm2O,New Rules,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],124455526,Pop,pop,Dua Lipa (Complete Edition),2015-00-00,Warner Records,2015,year,album
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),"['Post Malone', 'Ty Dolla $ign']","['246dkjvS1zLTtiykXe5h60', '7c0XG5cIJTrrAgEC3ULPiq']",195603663,,,beerbongs & bentleys,2018-04-27,Republic Records,2018-04-27,day,album
2D3z17LBMJ2HEHeBFFjTLi,Reggaeton,['J Balvin'],['1vyhD5VmyZ7KMfW5gqLgo5'],110316702,Latin,"reggaeton, latin",Reggaeton,2018-11-17,UMLE - Latino,2018-11-17,day,single
7K7MUBCnzgBAvMVW2RTWNs,Body (feat. brando),"['Loud Luxury', 'Brando']","['6t1gpxYbY8OlLA7D2RiikQ', '5uEeqYFuIChoWKy34jp8xE']",199561494,,,Body (feat. brando),2017-10-27,disco:wax,2017-10-27,day,single
2RSHsoi04658QL5xgQVov3,Bad Liar,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],193969417,,,Origins (Deluxe),2018-11-09,Kid Ina Korner / Interscope,2018-11-09,day,album
13hvHEstJ4sNbzdroPrPI3,Kiss and Make Up,"['Dua Lipa', 'BLACKPINK']","['6M2wZ9GZgrQXHCFfjv46we', '41MozSoPIsD1dJM0CLPjZF']",84678606,Pop,"pop, k-pop",Dua Lipa (Complete Edition),2015-00-00,Warner Records,2015,year,album
5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,['Zara Larsson'],['1Xylc3o4UrD53lo9CvFvVg'],83274204,,,Ruin My Life,2018-10-18,Epic/Record Company TEN,2018-10-18,day,single
6Gy7rXB6Ku5vIWC7WGWsl3,KIKA,"['6ix9ine', 'Tory Lanez']","['7gZfnEnfiaHzxARJ2LeXrf', '2jku7tDXc6XoB6MO2hFuqg']",56248812,,,DUMMY BOY,2018-11-27,Scumgang Records,2018-11-27,day,album
09IStsImFySgyp0pIQdqAc,The Middle,"['Zedd', 'Maren Morris', 'Grey']","['2qxJFvFYMEDqd7ui6kSAcq', '6WY7D3jk8zTrHtmkqqo5GI', '4lDBihdpMlOalxy1jkUbPl']",175754033,"Country, Electronic","edm, country, ",The Middle,2018-01-23,UMGRI Interscope,2018-01-23,day,single
1NJcg626wLln4pGHpiV7mf,lovely,"['Billie Eilish', 'Khalid']","['6qqNVTkY8uBg9cP3Jd7DAH', '6LuN9FCkKOj5PcnpouEgny']",190034741,,,dont smile at me (Expanded Edition),2017-08-11,Darkroom,2017-08-11,day,single
3ao3OVxHlb3C08vAaApUlm,Imposible,"['Luis Fonsi', 'Ozuna']","['4V8Sr092TqfHkfAA5fXXqG', '1i8SpTcr7yvPOmcqrbnVXY']",35634634,Latin,"latin, reggaeton, trap latino, urbano latino",Imposible,2018-10-19,UMLE - Latino,2018-10-19,day,single
7uQmJ1jgNzBpATSoWKSPFu,Ya No Tiene Novio,"['Sebastian Yatra', 'Mau y Ricky']","['07YUOmWljBTXwIseAUd9TW', '2wkoKEfS6dXwThbyTnZWFU']",49342091,"Pop, Latin","colombian pop, reggaeton, latin, latin pop",Ya No Tiene Novio,2018-08-10,UMLE - Latino,2018-08-10,day,single
22An65gG31JLf9n18qjdhZ,BAD!,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],34442787,Hip Hop,emo rap,SKINS,2018-12-07,Bad Vibes Forever / EMPIRE,2018-12-07,day,album
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],260460676,Hip Hop,emo rap,17,2017-08-25,Bad Vibes Forever / EMPIRE,2017-08-25,day,album
2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,['Ariana Grande'],['66CXWjxzNUsdJxJ2JdwvnR'],154319901,Pop,pop,Sweetener,2018-08-17,Republic Records,2018-08-17,day,album
5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],276114065,Rock,"classic rock, rock, glam rock",The Game (2011 Remaster),1980-06-27,EMI,1980-06-27,day,album
0jAfdqv18goRTUxm3ilRjb,Startender (feat. Offset and Tyga),"['A Boogie Wit da Hoodie', 'Tyga', 'Offset']","['31W5EY0aAly4Qieq6OFu6I', '5LHRHt1k9lMyONurDHEdrp', '4DdkRBBYG6Yk9Ka8tdJ9BW']",79937113,Hip Hop,"melodic rap, ",Hoodie SZN,2018-12-21,Highbridge the Label / Atlantic Records,2018-12-21,day,album
5EKHbW7mXcAR4hCyS3YXjb,Atrasadinha - Ao Vivo,"['Felipe Araújo', 'Ferrugem']","['47uyFQHOD02S0lj9ptRpoB', '5ZfBThYiIIhL7jHMG8gDB2']",21481126,"Country, Latin","sertanejo, sertanejo universitário, pagode, arrocha, samba",Por Inteiro (Primeira Metade) [Ao Vivo],2018-09-20,Universal Music International Ltda.,2018-09-20,day,album
2FY7b99s15jUprqC0M5NCT,Natural,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],133932624,,,Origins (Deluxe),2018-11-09,Kid Ina Korner / Interscope,2018-11-09,day,album
7dNwJbsT0sg1le5kVugGJb,Bubalu,"['Becky G', 'Prince Royce', 'DJ Luian', 'Mambo Kingz', 'Anuel AA']","['4obzFoKoKRHIphyHzJ35G3', '3MHaV05u0io8fQbZ2XPtlC', '64aJYyrXljOodnUG6jvhRD', '2T1aUibqR2QC2sINIDQOAK', '2R21vXR83lH98kGeO99Y66']",94435486,"Latin, Pop","reggaeton, latin, bachata, bachata pop, trap latino, urbano latino",Bubalu,2018-11-06,Hear This Music,2018-11-06,day,compilation
4VUwkH455At9kENOfzTqmF,Beautiful (feat. Camila Cabello),"['Bazzi', 'Camila Cabello']","['4GvEc3ANtPPjt1ZJllr5Zl', '4nDoRrQiYLoBzwC5BhVJzF']",110323177,Pop,pop,Beautiful (feat. Camila Cabello),2018-08-02,iamcosmic,2018-08-02,day,single
5ChkMS8OtdzJeqyybCc9R5,Billie Jean,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],870194,,,Thriller 25 Super Deluxe Edition,2008-02-08,Epic/Legacy,2008-02-08,day,album
4QIyEq7TcTdAcxjI2AFlAK,FEFE,"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']","['7gZfnEnfiaHzxARJ2LeXrf', '0hCNtLu0JehylgoiP8L4Gh', '3CbYyyd8wH3RT6t0jwpdzC']",38215560,,,DUMMY BOY,2018-11-27,Scumgang Records,2018-11-27,day,album
3id2EVGKc3eFAMn9nFnB0r,Love Someone,['Lukas Graham'],['25u4wHJWxCA9vO0CzxAbK7'],128371806,,,3 (The Purple Album),2018-10-26,Copenhagen Records / Then We Take The World,2018-10-26,day,album
2BgEsaKNfHUdlh97KmvFyo,2002,['Anne-Marie'],['1zNqDE7qDGCsyzJwohVaoX'],290392031,,,Speak Your Mind (Deluxe),2018-04-27,Atlantic Records UK,2018-04-27,day,album
3CA9pLiwRIGtUBiMjbZmRw,Nice For What,['Drake'],['3TVXtAsR1Inumwj472S9r4'],26141405,Hip Hop,"rap, hip hop",Scorpion,2018-06-29,Cash Money/Drake LP6,2018-06-29,day,album
1LiN0Z98FkR1t0m8KmLcAH,Amanece,"['Anuel AA', 'Haze']","['2R21vXR83lH98kGeO99Y66', '77iZVjeYoYSl5P0K9mIiUE']",201259287,Latin,"reggaeton, trap latino, urbano latino, latin",Amanece,2018-12-14,House of Haze,2018-12-14,day,single
76cy1WJvNGJTj78UqeA5zr,IDGAF,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],143425447,Pop,pop,Dua Lipa (Deluxe),2017-06-02,Warner Records,2017-06-02,day,album
08bNPGLD8AhKpnnERrAc6G,FRIENDS,"['Marshmello', 'Anne-Marie']","['64KEffDW9EtZ1y2vBYgq8T', '1zNqDE7qDGCsyzJwohVaoX']",107230844,Electronic,"edm, ",FRIENDS,2018-02-09,Atlantic Records UK,2018-02-09,day,single
4S8d14HvHb70ImctNgVzQQ,I Love It (& Lil Pump),"['Kanye West', 'Lil Pump']","['5K4W6rqBFWDnAN6FQUkS6x', '3wyVrVrFCkukjdVIdirGVY']",50959569,Hip Hop,"rap, ",I Love It,2018-09-07,"Getting Out Our Dreams, Inc./Def Jam Recordings",2018-09-07,day,single
0pqnGHJpmpxLKifKRmU6WP,Believer,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],343080186,,,Evolve,2017-06-23,Kid Ina Korner / Interscope,2017-06-23,day,album
7BKLCZ1jbUBVqRi2FVlTVw,Closer,"['The Chainsmokers', 'Halsey']","['69GGBxA162lTqCwzJG5jLp', '26VFTg2z8YR0cCuwLzESi2']",193248040,,,Closer,2016-07-29,Disruptor Records/Columbia,2016-07-29,day,single
5wujBwqG7INdStqGd4tRMX,Armed And Dangerous,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],89699062,Hip Hop,"melodic rap, emo rap",Goodbye & Good Riddance,2018-12-10,Juice WRLD Mixtape / ISR P&D,2018-12-10,day,album
2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered 2011,"['Queen', 'David Bowie']","['1dfeR4HaWDbWqFHLkxsg1d', '0oSGxfWSnnOXhD2fKuz2Gy']",193127265,Rock,"classic rock, rock, glam rock, art rock",Hot Space (2011 Remaster),1982-05-03,EMI,1982-05-03,day,album
4ofwffwvvnbSkrMSCKQDaC,Shotgun,['George Ezra'],['2ysnwxxNtSgbb9t1m2Ur4j'],93550720,,,Staying at Tamara's,2018-03-23,Columbia,2018-03-23,day,album
